TCI,,,,,,Travel,,,,,,,,,Travel,,,,,http://www.tcindia.com/,,,,,"Travel Guide, Travel, TCIndia, travel information, e tickets"
Online India Travel,,,,,,Travel,,,,,,,,,Travel,,,,,http://www.travelchacha.com/,,,,,"Travel Guide, Travel, travell chacha, travel information, e tickets"
Places Online,,,,,,Travel,,,,,,,,,Travel,,,,,http://www.placesonline.com/,,,,,"Travel Guide, Travel, travel information, e tickets, place online "
Yatra,,,,,,Travel,,,,,,,,,Travel,,,,,http://www.yatra.com/,,,,,"Travel Guide, Travel, travel information, e tickets,yatra.com, yatra"
Karnataka state Road Transportation,,,,,,Travel,,,,,,,,,Travel,,,,,http://www.ksrtc.in/site/,,,,,"Travel Guide, Travel, travel information, e tickets"
Indian Railway Information,,,,,,Travel,,,,,,,,,Travel,,,,,http://www.indianrail.gov.in/,,,,,"Travel Guide, Travel, travel information, e tickets, Raiways, Indian railways, Rail e ticket, online e ticket booking, trains ticket onlink"
Make My Trip,,,,,,Travel,,,,,,,,,Travel,,,,,http://www.makemytrip.com/flights/,,,,,"Travel Guide, Travel, travel information, e tickets, Raiways, e ticket, online e ticket booking, ticket onlink, flight booking, online plane e ticket booking"
IRCTC,,,,,,Travel,,,,,,,,,Travel,,,,,http://www.irctc.co.in/,,,,,"Travel Guide, Travel, travel information, e tickets,Raiways, Indian railways, Rail e ticket, online e ticket booking, trains ticket onlink"
