Google Scholar,,,Google,,,,,English,,,,googlescholar.jpg,,,Search,,,,,http://scholar.google.co.in/,,,,,"Google Scholar, Scholar, Google, Scholar Search,"
Advanced Google Scholar,,,Google,,,,,English,,,,googlescholar.jpg,,,Search,,,,,http://scholar.google.com/advanced_scholar_search,,,,,"Advanced Google Scholar, Advanced Scholar, Advanced Google, Advanced Scholar Search,"
About Google Scholar,,,Google,,,,,English,,,,googlescholar.jpg,,,Search,,,,,http://scholar.google.com/intl/en/scholar/about.html,,,,,"About Google Scholar, About Scholar, About Google, Scholar Search,"
