"How Products Are Made :Pepper",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Pepper.html",,,,,"Pepper",,,,,,,,,,"5-12","Pepper is often described as the ""king of spices,"" and it shares a place on most dinner tables with salt. The word pepper originated from the Sanskrit word pippali, meaning berry.",,,,,,,,,,,,,,
"How Products Are Made :Pipe Organ",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Pipe-Organ.html",,,,,"Pipe Organ",,,,,,,,,,"5-12","A pipe organ is a musical instrument that produces sound by blowing air through a series of hollow tubes controlled by keyboards. Pipe organs are distinguished from reed organs, in which air causes thin strips of metal to vibrate.",,,,,,,,,,,,,,
"How Products Are Made :Pita Bread",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Pita-Bread.html",,,,,"Pita Bread",,,,,,,,,,"5-12","Nearly every civilization makes some type of bread. Prehistoric people of 10,000 years ago baked bread.",,,,,,,,,,,,,,
"How Products Are Made :Plastic Doll",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Plastic-Doll.html",,,,,"Plastic Doll",,,,,,,,,,"5-12","Dolls have evolved over the centuries from religious symbols or idols in ceremonies to playthings by children, and are now also highly-prized collectibles. Doll collecting has become the second largest adult hobby in the United States, and many collectibles are made of plastic.",,,,,,,,,,,,,,
"How Products Are Made :Popcorn",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Popcorn.html",,,,,"Popcorn",,,,,,,,,,"5-12","Before about 1912, less than 19,000 acres (7,700 hectares) of farmland were dedicated to growing popcorn, but the electric popcorn machine and the microwave increased the demand for ""prairie gold."" Today, annual consumption of popcorn in America exceeds 1 billion lb (0.45 billion kg) or 71 quarts (67 liters) per person per year. The states of Indiana, Iowa, Illinois, and Ohio lead the field.",,,,,,,,,,,,,,
"How Products Are Made :Rice",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Rice.html",,,,,"Rice",,,,,,,,,,"5-12","As a main source of nourishment for over half the world's population, rice is by far one of the most important commercial food crops. Its annual yield worldwide is approximately 535 million tons.",,,,,,,,,,,,,,
"How Products Are Made :Safety Razor",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Safety-Razor.html",,,,,"Safety Razor",,,,,,,,,,"5-12","A safety razor is a device used to remove hair from areas of the body where it is undesirable such as the face for men and the legs and underarm regions for women. The modern blade razor consists of a specially designed blade mounted in a metal or plastic shell that is attached to a handle.",,,,,,,,,,,,,,
"How Products Are Made :Sheet Music",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Sheet-Music.html",,,,,"Sheet Music",,,,,,,,,,"5-12","Sheet music is a magic carpet. It is a printed page that, like a book, tells an original story created by the talent, imagination, training—and sometimes genius—of a writer.",,,,,,,,,,,,,,
"How Products Are Made :Silly Putty",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Silly-Putty.html",,,,,"Silly Putty",,,,,,,,,,"5-12","In 1943, Silly Putty was accidentally invented by James Wright, an engineer in General Electric's New Haven laboratory, which was under a government contract to create an inexpensive substitute for synthetic rubber for the war effort. By combining boric acid with silicone oil, a material resulted that would stretch and bounce farther than rubber, even at extreme temperatures.",,,,,,,,,,,,,,
"How Products Are Made :Soccer Ball",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Soccer-Ball.html",,,,,"Soccer Ball",,,,,,,,,,"5-12","People have played games similar to modern soccer around the world since ancient times. The oldest recorded soccer-like game is the Chinese game of tsu-chu, allegedly invented by the emperor Huang-Ti in 1697 B.C.",,,,,,,,,,,,,,
"How Products Are Made :Soy Milk",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Soy-Milk.html",,,,,"Soy Milk",,,,,,,,,,"5-12","Soy milk is a high protein, iron-rich milky liquid produced from pressing ground, cooked soybeans. Creamy white soy milk resembles cow's milk but in fact differs from its dairy counterpart in a number of ways.",,,,,,,,,,,,,,
"How Products Are Made :Spacesuit",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Spacesuit.html",,,,,"Spacesuit",,,,,,,,,,"5-12","A spacesuit is a pressurized garment worn by astronauts during space flights. It is designed to protect them from the potentially damaging conditions experienced in space.",,,,,,,,,,,,,,
"How Products Are Made :Sponge",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Sponge.html",,,,,"Sponge",,,,,,,,,,"5-12","There are many different varieties of sea sponges, and these come in widely varying shapes and sizes. They can be very large, and grow in elaborate branched formations, or be round and small, or grow flat or in a tube shape.",,,,,,,,,,,,,,
"How Products Are Made :Statuary",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Statuary.html",,,,,"Statuary",,,,,,,,,,"5-12","Sculpture is three-dimensional art, and statuary is affordable sculpture for everyone. Statuary encompasses the sublime to the ridiculous it is as familiar as red- and-green lawn gnomes and as exotic the Winged Victory, an ancient Greek sculpture displayed in the Louvre Museum in Paris, France.",,,,,,,,,,,,,,
"How Products Are Made :Steel Pipe",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Steel-Pipe.html",,,,,"Steel Pipe",,,,,,,,,,"5-12","Steel pipes are long, hollow tubes that are used for a variety of purposes. They are produced by two distinct methods which result in either a welded or seamless pipe.",,,,,,,,,,,,,,
"How Products Are Made :Sunflower Seed",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Sunflower-Seed.html",,,,,"Sunflower Seed",,,,,,,,,,"5-12","Sunflower seeds have become a popular snack food. The sunflower plant is an annual herb that has large yellow flowers, broad leaves and can grow from 3-15 ft (0.91-4.6 m) high.",,,,,,,,,,,,,,
"How Products Are Made :Suspension Bridge",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Suspension-Bridge.html",,,,,"Suspension Bridge",,,,,,,,,,"5-12","In a suspension bridge, the traffic-carrying deck is supported by a series of wire ropes that hang from massive cables draped between tall towers. The Brooklyn Bridge in New York City and the Golden Gate Bridge in San Francisco are two of the most famous suspension bridges.",,,,,,,,,,,,,,
"How Products Are Made :Sword",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Sword.html",,,,,"Sword",,,,,,,,,,"5-12","The development of the sword was not possible until ancient civilizations discovered how to mine and work metal. Thus, the first swords were probably made of the oldest worked metal, pure copper.",,,,,,,,,,,,,,
"How Products Are Made :Telephone",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Telephone.html",,,,,"Telephone",,,,,,,,,,"5-12","Throughout history, people have devised methods for communicating over long distances. The earliest methods involved crude systems such as drum beating or smoke signaling.",,,,,,,,,,,,,,
"How Products Are Made :Thread",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Thread.html",,,,,"Thread",,,,,,,,,,"5-12","Thread is a tightly twisted strand of two or more plys of yarn that are circular when cut in cross section. It is used for hand sewing and in home sewing machines.",,,,,,,,,,,,,,
"How Products Are Made :Toilet",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Toilet.html",,,,,"Toilet",,,,,,,,,,"5-12","A system for dealing with excrement is necessary in every human community, and the need becomes more pressing the more densely populated the area. Though simple pit latrines are still common in many rural areas today, more complex lavatory designs date back thousands of years.",,,,,,,,,,,,,,
"How Products Are Made :Tuba",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Tuba.html",,,,,"Tuba",,,,,,,,,,"5-12","A tuba is a brass instrument characterized by its large size and deep sound. It consists of vertically coiled tubing, three or four valves, a wide conical bore, flared bell, and a cup-shaped mouthpiece.",,,,,,,,,,,,,,
"How Products Are Made :TV Dinner",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/TV-Dinner.html",,,,,"TV Dinner",,,,,,,,,,"5-12","TV dinners are frozen trays of pre-cooked food. Also known as frozen dinners, they are assembled automatically on a conveyor system.",,,,,,,,,,,,,,
"How Products Are Made :Vegetarian Burger",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Vegetarian-Burger.html",,,,,"Vegetarian Burger",,,,,,,,,,"5-12","A vegetarian burger is a meatless patty made of ground grains or soybean curd, and vegetables. It is often referred to as a veggieburger.",,,,,,,,,,,,,,
"How Products Are Made :Video Game",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Video-Game.html",,,,,"Video Game",,,,,,,,,,"5-12","Video games are played at the arcade, at home on a television or personal computer, and as a handheld portable game. They are packaged in large consoles, game paks that can only be played on the same manufacturer's hardware (i.e.",,,,,,,,,,,,,,
"How Products Are Made :Vodka",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Vodka.html",,,,,"Vodka",,,,,,,,,,"5-12","Vodka is an alcoholic beverage distilled at a high proof from a fermented vegetable or grain mash. Proof is a measurement of the alcohol content.",,,,,,,,,,,,,,
"How Products Are Made :Voting Machine",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Voting-Machine.html",,,,,"Voting Machine",,,,,,,,,,"5-12","The term voting machine encompasses a variety of mechanical devices used for recording votes. The voting machines commonly used in the United States may operate using punch cards, mechanical levers, optical scanning, or direct electronic recording.",,,,,,,,,,,,,,
"How Products Are Made :Wheelbarrow",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Wheelbarrow.html",,,,,"Wheelbarrow",,,,,,,,,,"5-12","A wheelbarrow is a carrier, usually having only one wheel, consisting of a tray bolted to two handles and two legs. While known mostly as a device for carrying small loads for the household gardener, a wheelbarrow is often also used in construction and industry for carrying larger loads.",,,,,,,,,,,,,,
"How Products Are Made :Wind Chime",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-5/Wind-Chime.html",,,,,"Wind Chime",,,,,,,,,,"5-12","The wind chime is a musical instrument that harnesses the wind as its player and composer.",,,,,,,,,,,,,,
"How Products Are Made :Action Figure",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Action-Figure.html",,,,,"Action Figure",,,,,,,,,,"5-12","An action figure is a doll-like toy designed to resemble characters from movies or literature. The figures can be articulated to hold a variety of poses and may come equipped with accessories, such as clothing, tools, weapons, and vehicles.",,,,,,,,,,,,,,
"How Products Are Made :Air Freshener",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Air-Freshener.html",,,,,"Air Freshener",,,,,,,,,,"5-12","An air freshener is a product designed to mask or remove unpleasant room odors. These products typically deliver fragrance and other odor counteractants into the air.",,,,,,,,,,,,,,
"How Products Are Made :Angioplasty Balloon",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Angioplasty-Balloon.html",,,,,"Angioplasty Balloon",,,,,,,,,,"5-12","An angioplasty balloon is a medical device that is inserted into a clogged artery and inflated to clear blockage and allow blood to flow. The full medical name for the angioplasty procedure is percutaneous transluminal coronary angioplasty.",,,,,,,,,,,,,,
"How Products Are Made :Artificial Heart",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Artificial-Heart.html",,,,,"Artificial Heart",,,,,,,,,,"5-12","A natural heart has two pumps, each with two chambers. The right atrium pumps oxygen-depleted blood from the body into the right ventricle, which pumps it to the lungs.",,,,,,,,,,,,,,
"How Products Are Made :Artificial Heart Valve",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Artificial-Heart-Valve.html",,,,,"Artificial Heart Valve",,,,,,,,,,"5-12","A heart valve acts as a check valve, opening and closing to control blood flow. This cycle occurs about 40 million times per year or two billion in an average lifetime.",,,,,,,,,,,,,,
"How Products Are Made :Baby Carrier",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Baby-Carrier.html",,,,,"Baby Carrier",,,,,,,,,,"5-12","Family members have carried babies in a variety of carriers since the beginning of human civilization. Baby carriers keep the baby close and provide the infant with comfort and security while allowing the carrier some freedom to work and care for other members of the family.",,,,,,,,,,,,,,
"How Products Are Made :Baby Wipes",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Baby-Wipes.html",,,,,"Baby Wipes",,,,,,,,,,"5-12","Baby wipes are disposable cloths used to cleanse the sensitive skin of infants. These cloths are made from non-woven fabrics similar to those used in dryer sheets and are saturated with a solution of gentle cleansing ingredients.",,,,,,,,,,,,,,
"How Products Are Made :Backhoe",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Backhoe.html",,,,,"Backhoe",,,,,,,,,,"5-12","The backhoe is one of the most commonly seen pieces of construction equipment because of its adaptability. Its cousin, the front-end loader, is also a smaller piece of equipment that has a broad bucket like the one on the front of the backhoe for hauling soil, debris, and materials, and lifting them up into trucks.",,,,,,,,,,,,,,
"How Products Are Made :Bagpipes",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Backhoe.html",,,,,"Bagpipes",,,,,,,,,,"5-12","The bagpipe is a wind instrument with a number of pipes and a bag. The melody pipe, or chanter, has finger holes that are played to produce the tune.",,,,,,,,,,,,,,
"How Products Are Made :Baking Powder",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Baking-Powder.html",,,,,"Baking Powder",,,,,,,,,,"5-12","Baking powder is a solid mixture that is used as a chemical leavening agent in baked goods. It can be composed of a number of materials, but usually contains baking soda (sodium bicarbonate, NaHCO3), cream of tartar (potassium bitartrate, C4H5KO6), and cornstarch.",,,,,,,,,,,,,,
"How Products Are Made :Basketball",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Basketball.html",,,,,"Basketball",,,,,,,,,,"5-12","Basketball can make a true claim to being the only major sport that is an American invention. From high school to the professional level, basketball attracts a large following for live games as well as television coverage of events like the National Collegiate Athletic Association (NCAA) annual tournament and the National Basketball Association (NBA) and Women's National Basketball Association (WNBA) playoffs.",,,,,,,,,,,,,,
"How Products Are Made :Boomerang",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Boomerang.html",,,,,"Boomerang",,,,,,,,,,"5-12","A boomerang is an aerodynamically shaped object designed to fly efficiently through the air when thrown by hand. The term usually refers to an object made to follow a circular flight path that returns it to the thrower.",,,,,,,,,,,,,,
"How Products Are Made :Boxing Gloves",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Boomerang.html",,,,,"Boxing Gloves",,,,,,,,,,"5-12","Fist fighting has existed as a form of entertainment since the early days of human civilization. Some form of the sport appeared as long as 6,000 years ago in present-day Ethiopia.",,,,,,,,,,,,,,
"How Products Are Made :Brass",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Brass.html",,,,,"Brass",,,,,,,,,,"5-12","Brass is a metal composed primarily of copper and zinc. Copper is the main component, and brass is usually classified as a copper alloy.",,,,,,,,,,,,,,
"How Products Are Made :Breath Mint",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Breath-Mint.html",,,,,"Breath Mint",,,,,,,,,,"5-12","Aromatic herbs have been used throughout history in a number of ways; fragrant soaps, pomanders, bath-water fresheners, potpourri, sachets, incense, scented candles, and natural herbs to sweeten sour breath are common in most cultures and popular today. Aromatic herbs have the advantage of driving away insects, and the mint family has an especially excellent reputation for keeping pests away from people and other plants.",,,,,,,,,,,,,,
"How Products Are Made :Broom",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Broom.html",,,,,"Broom",,,,,,,,,,"5-12","Brooms have been used for centuries to sweep up, in, and around the home and workplace. They may be made from a variety of materials, both man-made and natural.",,,,,,,,,,,,,,
"How Products Are Made :Canal and Lock",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Canal-and-Lock.html",,,,,"Canal and Lock",,,,,,,,,,"5-12","A canal is a man-made waterway. Canals are built for a variety of uses including irrigation, land drainage, urban water supply, hydroelectric power generation, and transportation of cargo and people.",,,,,,,,,,,,,,
"How Products Are Made :Candy Corn",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Candy-Corn.html",,,,,"Candy Corn",,,,,,,,,,"5-12","Candy corn are the small pieces of triangular candy made primarily from corn syrup, honey and sugar (it is usually fat-free) and is traditionally colored in a specific pattern of three stripes. It is recognized by the white tip, orange in the center, and yellow at the widest end.",,,,,,,,,,,,,,
"How Products Are Made :Caramel",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Caramel.html",,,,,"Caramel",,,,,,,,,,"5-12","Caramel is often eaten as little brown, sweet, buttery nuggets wrapped in cello-phane, but it is also delicious in candy bars and on top of fresh popcorn. The best caramels are sweet and just a bit chewy.",,,,,,,,,,,,,,
"How Products Are Made :Cherries",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Cherries.html",,,,,"Cherries",,,,,,,,,,"5-12","Cherries may be either deliciously sweet and deep brown-red, or quite tart and bright red. The two most common are the sweet cherry, Prunus avium L., and the sour (often referred to by growers as the pie or tart) cherry Prunus cerasus L..",,,,,,,,,,,,,,
"How Products Are Made :Chess",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Chess.html",,,,,"Chess",,,,,,,,,,"5-12","Chess is a classic two person board game. It is played with specially designed pieces on a square board made up of 64 alternating light and dark squares arranged in eight rows and columns.",,,,,,,,,,,,,,
"How Products Are Made :Clothes Iron",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Clothes-Iron.html",,,,,"Clothes Iron",,,,,,,,,,"5-12","A clothes iron is a household appliance used to press the wrinkles out of and creases into clothes. When the iron is turned on, the consumer moves it over an item of clothing on an ironing board.",,,,,,,,,,,,,,
"How Products Are Made :Cognac",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Cognac.html",,,,,"Cognac",,,,,,,,,,"5-12","Cognac, a type of brandy, is considered to be one of the finest, if not the finest, of the spirits. It is made from white grapes grown in the Charante region of France, and is named after the town of Cognac in the French region of Charante.",,,,,,,,,,,,,,
"How Products Are Made :Coir",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Coir.html",,,,,"Coir",,,,,,,,,,"5-12","What is commonly called a coconut, as found in grocery stores, is actually only the single seed of a fruit of the coconut palm tree (Cocos nucifera). Before being shipped to market, the seed is stripped of an external leathery skin and a 2-3 in (5-8 cm) thick intermediate layer of fibrous pulp.",,,,,,,,,,,,,,
"How Products Are Made :Comic Book",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Comic-Book.html",,,,,"Comic Book",,,,,,,,,,"5-12","A comic book portrays a story through a series of sequential illustrations that incorporate short bits of text containing dialogue, sounds, or narratives. The story may be humorous, or it may present a world of adventure, mystery, or fantasy.",,,,,,,,,,,,,,
"How Products Are Made :Corkscrew",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Corkscrew.html",,,,,"Corkscrew",,,,,,,,,,"5-12","Uncorking a bottle of wine presents a challenge. There is no way to grip the cork, which is completely recessed in the bottle's neck.",,,,,,,,,,,,,,
"How Products Are Made :Cotton",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Cotton.html",,,,,"Cotton",,,,,,,,,,"5-12","Cotton is a shrubby plant that is a member of the Mallow family. Its name refers to the cream-colored fluffy fibers surrounding small cottonseeds called a boll.",,,,,,,,,,,,,,
"How Products Are Made :Cuckoo Clock",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Cuckoo-Clock.html",,,,,"Cuckoo Clock",,,,,,,,,,"5-12","The cuckoo clock is a favorite souvenir of travelers in Germany, Austria, and Switzerland, and particularly the Black Forest region of Germany. The clock is prized for a number of its features.",,,,,,,,,,,,,,
"How Products Are Made :Dishwasher",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Dishwasher.html",,,,,"Dishwasher",,,,,,,,,,"5-12","Washing dishes is not the most rewarding task. Cooking can be creative, but cleaning up afterward seems like a waste of time and leaves the person washing complaining about ""dishpan hands."" The development of the dishwasher has helped relieve some of the monotony, as well as the grease and grime.",,,,,,,,,,,,,,
"How Products Are Made :DNA Synthesis",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/DNA-Synthesis.html",,,,,"DNA Synthesis",,,,,,,,,,"5-12","Deoxyribonucleic acid (DNA) synthesis is a process by which copies of nucleic acid strands are made. In nature, DNA synthesis takes place in cells by a mechanism known as DNA replication.",,,,,,,,,,,,,,
"How Products Are Made :Draw Bridge",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Draw-Bridge.html",,,,,"Draw Bridge",,,,,,,,,,"5-12","A bridge over a navigable waterway must allow boats and ships to cross its path, usually by being tall enough to allow them to sail underneath it. Sometimes it is impractical to build a bridge high enough; for example, it may rise too steeply or block the view of an important landmark.",,,,,,,,,,,,,,
"How Products Are Made :Duct Tape",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Duct-Tape.html",,,,,"Duct Tape",,,,,,,,,,"5-12","Duct tape is a cloth tape coated with a poly-ethylene resin on one side and very sticky rubber-based adhesive on the other. Unlike other tapes, the fabric backing gives duct tape strength yet allows it to be easily torn.",,,,,,,,,,,,,,
"How Products Are Made :Electric Blanket",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Electric-Blanket.html",,,,,"Electric Blanket",,,,,,,,,,"5-12","An electric blanket is a bed covering with a built-in heating element so that a sleeper can maintain a desired temperature even in a cold room. Many consumers prefer electric blankets because their use can reduce home heating costs.",,,,,,,,,,,,,,
"How Products Are Made :Electronic Ink",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Electronic-Ink.html",,,,,"Electronic Ink",,,,,,,,,,"5-12","Electronic ink is a special type of ink that can display different colors when exposed to an electric field. It is made through a two step process that involves creating two-toned charged particles and encapsulating them in a transparent polymeric shell.",,,,,,,,,,,,,,
"How Products Are Made :Evaporated and Condensed Milk",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Evaporated-and-Condensed-Milk.html",,,,,"Evaporated and Condensed Milk",,,,,,,,,,"5-12","Evaporated and condensed milk are two types of concentrated milk from which the water has been removed. Evaporated milk is milk concentrated to one-half or less its original bulk by evaporation under high pressures and temperatures, without the addition of sugar, and usually contains a specified amount of milk fat and solids.",,,,,,,,,,,,,,
"How Products Are Made :Faucet",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Faucet.html",,,,,"Faucet",,,,,,,,,,"5-12","A faucet is a device for delivering water from a plumbing system. It can consist of the following components: spout, handle(s), lift rod, cartridge, aerator, mixing chamber, and water inlets.",,,,,,,,,,,,,,
"How Products Are Made :Ferris Wheel",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Ferris-Wheel.html",,,,,"Ferris Wheel",,,,,,,,,,"5-12","A ferris wheel is an amusement park ride consisting of a large vertical wheel with places for people to sit or stand spaced evenly around the outer circumference. In operation, the ferris wheel revolves about a horizontal axis, and the riders are alternately lifted and then lowered as they are carried around the wheel in a circle.",,,,,,,,,,,,,,
"How Products Are Made :Flashlight",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Flashlight.html",,,,,"Flashlight",,,,,,,,,,"5-12","A flashlight is a portable, battery-operated device used for illumination. A typical unit consists of one or more dry cell batteries arranged in a line inside a battery compartment that forms the handle of the light.",,,,,,,,,,,,,,
"How Products Are Made :Footbag",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Footbag.html",,,,,"Footbag",,,,,,,,,,"5-12","Footbags are small, soft pliable bags filled with pellets or other small solid objects. Also known as Hacky Sacks—the brand name for certain footbags—they are a little bigger than a golf ball, a few inches in diameter and an ounce or so in weight.",,,,,,,,,,,,,,
"How Products Are Made :Geodesic Dome",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Geodesic-Dome.html",,,,,"Geodesic Dome",,,,,,,,,,"5-12","A geodesic sphere is an arrangement of polygons that approximates a true sphere. A geodesic dome is a portion of a geodesic sphere.",,,,,,,,,,,,,,
"How Products Are Made :Gyroscope",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Gyroscope.html",,,,,"Gyroscope",,,,,,,,,,"5-12","The gyroscope is a familiar toy that is deceptively simple in appearance and introduces children to several mechanical principles, although they may not realize it. Something like a complex top made of precisely machined metal, the gyroscope is a spinning wheel that may be set within two or more circular frames, each oriented along a different line or axis.",,,,,,,,,,,,,,
"How Products Are Made :Halogen Lamp",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Halogen-Lamp.html",,,,,"Halogen Lamp",,,,,,,,,,"5-12","A halogen lamp is a type of incandescent lamp. The conventional incandescent lamp contains a tungsten filament sealed within a glass envelope that is either evacuated or filled with an inert gas or a mixture of these gases (typically nitrogen, argon and krypton).",,,,,,,,,,,,,,
"How Products Are Made :Hard Hat",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Hard-Hat.html",,,,,"Hard Hat",,,,,,,,,,"5-12","An industrial hard hat is a helmet worn to protect the head of a worker from falls or from impacts by sharp or blunt objects. Typical users include construction laborers, repairmen, and warehouse workers.",,,,,,,,,,,,,,
"How Products Are Made :Harpsichord",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Harpsichord.html",,,,,"Harpsichord",,,,,,,,,,"5-12","The harpsichord is the distinguished, classical ancestor of the piano. Its shape, described as a large wing shape, was developed hundreds of years before the similar shape of the grand piano.",,,,,,,,,,,,,,
"How Products Are Made :Hockey Puck",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Hockey-Puck.html",,,,,"Hockey Puck",,,,,,,,,,"5-12","Hockey pucks are flat, solid, black disk-shaped objects made of vulcanized rubber. Regulation National Hockey League (NHL) pucks are black, 3 in (7.6 cm) in diameter, 1 in (2.54 cm) thick, and weighing 5.5-6 oz (154-168 g).",,,,,,,,,,,,,,
"How Products Are Made :Horseshoe",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Horseshoe.html",,,,,"Horseshoe",,,,,,,,,,"5-12","Horseshoes protect a horse's hooves from wear on hard or rough surfaces. They are also designed to improve a horse's gait, to help its conformation (how the horse stands), and to control interference problems (when hooves or legs collide with each other).",,,,,,,,,,,,,,
"How Products Are Made :Hula Hoop",,,,,,,,,,,,,,,"How Products Are Made",,,,,"http://www.madehow.com/Volume-6/Hula-Hoop.html",,,,,"Hula Hoop",,,,,,,,,,"5-12","The late 1950s saw one of biggest fads documented by sociologists, the Hula Hoop. Like many fads, the hoop is deceptively simple.",,,,,,,,,,,,,,
