Right to Information Act - English,,,,,,Right to information act,,,,,,,,,"RTI, Right to Information Act",,,,,http://righttoinformation.gov.in/rti-act.pdf,,,,,"RTI, Right to Information Act"
Right to Information Act - Gujarati,,,,,,Right to information act,,,,,,,,,"RTI, Right to Information Act",,,,,http://gic.guj.nic.in/Notifications/rtiact_gujarati.pdf,,,,,"RTI, Right to Information Act"
Right to Information Act - Hindi,,,,,,Right to information act,,,,,,,,,"RTI, Right to Information Act",,,,,http://righttoinformation.gov.in/rti-actinhindi.pdf,,,,,"RTI, Right to Information Act"
