"Title","edition","isbn_issn","publisher_id","publish_year","collation","series_title","call_number","language_id","publish_place_id","classification","notes","image ","file_att","authors","subjects","items","specific_detail","copies","price","url","supplier_id","subtitle","volumeno","serialno","keywords","bookreview","standards","frequency_id","Editor(s)","Producer","Director","Guide(s)","Publication","Publication Date","Academic Year","Abstract","Duration","Company","KeyActor/Actor","Country","State","City","Age Groups","Awards","College/Inst/Dept","University","Qualification","Journal/Serials","Index","Language 2"
"ARTIFICIAL INTELLIGENCE: A NEW SYNTHESIS",,,"MORGAN KAUFMANN PUBLISHER",2012,,,,"ENGLISH","HARIYANA","006.3",,,,"NILSSON, N, J.","CE, IT,","LJIT00104",,,"450",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"ARTIFICIAL INTELLIGENCE: A NEW SYNTHESIS",,,"MORGAN KAUFMANN PUBLISHER",2012,,,,"ENGLISH","HARIYANA","006.3",,,,"NILSSON, N, J.","CE, IT,","LJIT00105",,,"450",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"ARTIFICIAL INTELLIGENCE: A NEW SYNTHESIS",,,"MORGAN KAUFMANN PUBLISHER",2012,,,,"ENGLISH","HARIYANA","006.3",,,,"NILSSON, N, J.","CE, IT,","LJIT00106",,,"450",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN REFRIGERATION AND AIRCONDITIONING FOR ENGINEERS",,,"KHANNA BOOK PUBLICATION COMPANY",2012,,,,"ENGLISH","NEW DELHI ","621.56",,,,"DESAI, P, S.","ME,","LJIT00107",,,"500",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN REFRIGERATION AND AIRCONDITIONING FOR ENGINEERS",,,"KHANNA BOOK PUBLICATION COMPANY",2012,,,,"ENGLISH","NEW DELHI ","621.56",,,,"DESAI, P, S.","ME,","LJIT00108",,,"500",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"POWER PLANT TECHNOLOGY",,,"TATA MCGRAW HILL",2010,,,,"ENGLISH","NEW DELHI","621.483",,,,"WAKIL, M, M, E.","ME,TITLE,","LJIT00109",,,"560",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"POWER PLANT TECHNOLOGY",,,"TATA MCGRAW HILL",2010,,,,"ENGLISH","NEW DELHI","621.483",,,,"WAKIL, M, M, E.","ME,","LJIT00110",,,"560",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"MEN OF MATHEMATICS: THE LIVES AND ACHIEVEMENTS OF THE GREAT MATHEMATICIANS FROM ZENO T POINCARE",,,"SIMON AND SCHUSTER",1986,,,,"ENGLISH","NEW YORK","510.922",,,,"BELL, E, T.","MATHS,","LJIT00111",,,"499",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"FLUID MECHANICS: BASIC CONCEPTS AND PRINCIPLES",2,,"ANE BOOKS PVT LTD",2011,,,,"ENGLISH","NEW DELHI","620.106",,,,"KUMAR, S.","ME,TITLE,","LJIT00112",,,"595",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00113",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00114",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00115",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00116",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00117",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00118",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00119",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00120",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00121",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00122",,,"625",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,TITLE,","LJIT00123",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00124",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00125",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00126",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00127",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00128",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00129",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00130",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00131",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00132",,,"330",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,TITLE,","LJIT00133",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00134",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00135",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00136",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00137",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00138",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00139",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00140",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00141",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00142",,,"360",,"UNIQUE BOOK STORE",,,,"MATHS,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,TITLE,","LJIT00143",,,"200",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00144",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00145",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00146",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00147",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00148",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00149",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00150",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00151",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00152",,,"200",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00153",,,"450",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00154",,,"450",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00155",,,"450",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00156",,,"450",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00157",,,"450",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE 100 MOST INFLUENTIAL INVENTORS OF ALL TIME",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,,"ENGLISH","NEW DELHI","609.22",,,,"CURLEY, R. ED.","OT,TITLE,","LJIT00158",,,"850",,"UNIQUE BOOK STORE",,,,"OT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE INNER SOLAR SYSTEM: THE SUN MERCURY VENUS EARTH AND MARS: AN EXPLORERS GUIDE TO THE UNIVERSE",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,,"ENGLISH","NEW DELHI","523.2",,,,"GREGERSEN, E. ED.","OT,TITLE,","LJIT00159",,,"800",,"UNIQUE BOOK STORE",,,,"OT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE BRITANNICA GUIDE TO NUMBERS AND MEASUREMENT: MATH EXPLAINED",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,,"ENGLISH","NEW DELHI","512.7",,,,"HOSCH, W, L. ED.","OT,TITLE,","LJIT00160",,,"850",,"UNIQUE BOOK STORE",,,,"OT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"ASTRONOMICAL OBSERVATIONS: ASTRONOMY AND THE STUDY OF DEEP SPACE: AN EXPLORERS GUIDE TO THE UNIVERSE",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,,"ENGLISH","NEW DELHI","520",,,,"GREGERSEN, E. ED.","OT,TITLE,","LJIT00161",,,"750",,"UNIQUE BOOK STORE",,,,"OT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE 100 MOST INFLUENTIAL SCIENTISTS OF ALL TIME: THE BRITANNICA GUIDE TO THE WORLDS MOST INFLUENTIAL PEOPLE",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,,"ENGLISH","NEW DELHI","509.22",,,,"ROGERS, K. ED.","OT,TITLE,","LJIT00162",,,"900",,"UNIQUE BOOK STORE",,,,"OT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE JUST CITY",,,"CORNELL UNIVERSITY PRESS",2010,,,,"ENGLISH","ITHACA","303.372",,,,"FAINSTEIN, S, S.","GEN,TITLE,","LJIT00163",,,"695",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"CREATING EFFECTIVE TEAMS: A GUIDE FOR MEMBERS AND LEADERS",4,,"SAGE PUBLICATION",2013,,,,"ENGLISH","NEW DELHI","658.4022",,,,"WHEELAN, S, A.","MANAG,TITLE,","LJIT00164",,,"325",,"UNIQUE BOOK STORE",,,,"MANAG,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"FUNDAMENTALS OF CALCULUS",,,"LOBUS PRESS ",2012,,,,"ENGLISH","NEW DELHI","515.8",,,,"KHAN, M, M.","MATHS,TITLE,","LJIT00165",,,"1495",,"UNIQUE BOOK STORE",,,,"MATHS,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE OUTER SOLAR SYSTEM: JUPITER SATURN URANUS NEPTUNE AND THE DWARF PLANETS: AN EXPLORERS GUIDE TO UNIVERS",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,,"ENGLISH","NEW DELHI","523.2",,,,"GREGERSEN, E. ED.","PHY,TITLE,","LJIT00166",,,"800",,"UNIQUE BOOK STORE",,,,"PHY,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"MANNED SPACEFLIGHT: AN EXPLORERS GUIDE TO THE UNIVERSE",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,,"ENGLISH","NEW DELHI","629.45",,,,"GREGERSEN, E. ED.","OT,TITLE,","LJIT00167",,,"750",,"UNIQUE BOOK STORE",,,,"OT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"MATH TRICKS PUZZLES AND GAMES",,,"ORIENT PAPERBACK",2007,,,,"ENGLISH","NEW DELHI","510",,,,"BLUM, R.","MATHS,TITLE,","LJIT00168",,,"60",,"UNIQUE BOOK STORE",,,,"MATHS,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"POSITIVE LIVING DAY BY DAY",,,"ORIENT PAPERBACK",2012,,,,"ENGLISH","NEW DELHI","242.2",,,,"PEALE, N, V.","GEN,TITLE,","LJIT00169",,,"140",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"VISUAL THINKING PUZZLES",,,"ORIENT PAPERBACK",2006,,,,"ENGLISH","NEW DELHI","793.28",,,,"DISPEZIO, M, A.","GEN,TITLE,","LJIT00170",,,"55",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"HIGH BLOOD CHOLESTEROL: CAUSES PREVENTION AND TREATMENT",,,"ORIENT PAPERBACK",2011,,,,"ENGLISH","NEW DELHI","616.3997",,,,"GUPTA, K.","GEN,TITLE,","LJIT00171",,,"130",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"DOING SIMPLE MATH IN YOUR HEAD: MATH IS FINALLY MADE EASY WITH THE RIGHT SHORTCUTS TIPS AND STRATEGIES",,,"ORIENT PAPERBACK",2011,,,,"ENGLISH","NEW DELHI","510",,,,"HOWARD, W, J.","MATHS,TITLE,","LJIT00172",,,"95",,"UNIQUE BOOK STORE",,,,"MATHS,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"CHECK YOUR IQ",,,"ORIENT PAPERBACK",2012,,,,"ENGLISH","NEW DELHI","153.93",,,,"RUSSELL, K. AND CARTER, P.","GEN,TITLE,","LJIT00173",,,"95",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"SURPRISING SCIENCE PUZZLES",,,"ORIENT PAPERBACK",2010,,,,"ENGLISH","NEW DELHI","793.8",,,,"BRECHER, E.","GEN,TITLE,","LJIT00174",,,"75",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"IMITATION IS LIMITATION: BEING THE UNIQUE PERSON YOU ARE MEANT TO BE",,,"ORIENT PAPERBACK",2012,,,,"ENGLISH","NEW DELHI","248.4",,,,"MASON, J.","GEN,TITLE,","LJIT00175",,,"140",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE THREE MUSKETEERS",,,"MAPLE PRESS CLASSICS",2012,,,,"ENGLISH","NOIDA","824.1",,,,"DUMAS, A. AND PERE.","GEN,TITLE,","LJIT00176",,,"225",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"SELECTED GHOST STORIES",,,"MAPLE PRESS CLASSICS",2012,,,,"ENGLISH","NOIDA","841.5",,,,"WOOLF, V.","GEN,TITLE,","LJIT00177",,,"225",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"SELECTED SHORT STORIES OF THE WORLD",,,"MAPLE PRESS CLASSICS",2011,,,,"ENGLISH","NOIDA","808.82",,,,"MAPLE PRESS CLASSICS","GEN,","LJIT00178",,,"225",,"UNIQUE BOOK STORE",,,,"GEN,",,,,,,,,,,,,,,,,,,,,,,,,,
"IVANHOE",,,"MAPLE PRESS CLASSICS",2010,,,,"ENGLISH","NOIDA","823.21",,,,"SCOTT, W.","GEN,","LJIT00179",,,"195",,"UNIQUE BOOK STORE",,,,"GEN,",,,,,,,,,,,,,,,,,,,,,,,,,
"SUPER EXPERT SCIENCE QUIZ",,,"RUPA AND COMPANY",2011,,,,"ENGLISH","NEW DELHI","793.8",,,,"SALWI, D, M.","GEN,TITLE,","LJIT00180",,,"80",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"YOU ARE BORN AN ORIGINAL DON’T DIE A COPY: BEING DIFERENT IS YOUR GREATEST ASSET DON’T BE AFRAID TO BE YOU",,,"ORIENT PAPERBACK",2012,,,,"ENGLISH","NEW DELHI","248.4",,,,"MASON, J.","GEN,TITLE,","LJIT00181",,,"140",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"HOW TO IMPROVE YOUR CONFIDENCE: THEY CONQUER WHO BELIEVE THEY CAN",,,"ORIENT PAPERBACK",2012,,,,"ENGLISH","NEW DELHI","158.42",,,,"HAMBLY, K.","GEN,TITLE,","LJIT00182",,,"95",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"ILLUSTRATED WORLD QUIZ BOOK",,,"MANNU GRAPHIC",2012,,,,"ENGLISH","NEW DELHI","794.8",,,,"MANNU GRAPHIC","GEN,TITLE,","LJIT00183",,,"110",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE MOONSTONE: COMPLETE AND UNABRIDGED",,,"MAPLE PRESS CLASSICS",2010,,,,"ENGLISH","NOIDA","812.5823",,,,"COLLINS, W.","GEN,TITLE,","LJIT00184",,,"195",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MARKETING: INFLUENCING BEHAVIORS FOR GOOD",,,"SAGE PUBLICATION",2012,,,,"ENGLISH","NEW DELHI","658.81",,,,"LEE, N, R. AND KOTLER, P.","MANAG,TITLE,","LJIT00185",,,"550",,"UNIQUE BOOK STORE",,,,"MANAG,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"SAYINGS AND TALES OF ZEN BUDDHISM: REFLECTIONS FOR EVERY DAY",,,"ARCTURUS PUBLISHING LIMITED",2006,,,,"ENGLISH","LONDON","294.3927",,,,"WRAY, W.","GEN,TITLE,","LJIT00186",,,"693",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"THE MILL ON THE FLOSS",,,"MAPLE PRESS CLASSICS",2011,,,,"ENGLISH","NOIDA","823.1",,,,"ELIOT, G.","GEN,","LJIT00187",,,"145",,"UNIQUE BOOK STORE",,,,"GEN,",,,,,,,,,,,,,,,,,,,,,,,,,
"RESEARCH METHODOLOGY: CONCEPTS AND CASES",,,"VIKAS PUBLISHING HOUSE PVT LTD",2011,,,,"ENGLISH","NOIDA","001.42",,,,"CHAWLA, D. AND SONDHI, N.","OT,TITLE,","LJIT00188",,,450,,"UNIQUE BOOK STORE",,,,"OT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
