"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach","Author","Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency",,,,,,
"NAVNEETS OBJECTIVE GENENRAL KNOWLEDGE","2006",,"NAVNEET ","2007","GK","11111427","ENGLISH MEDIUM","MUMBAI","EK 233",,,,,"GK","427",,,"$65.00",,,,,,,,,,,,,
"THE ADVENTURES OF AGAD DATTA",,,"INDIA BOOK HOUSE","2008","CHILDREN LITERATURE","11111429","ENGLISH MEDIUM",,"EEB 1126",,,,,"CHILDREN LITERATURE","429",,,"$30.00",,,,,,,,,,,,,
"MY ALBUM OF DINOSAURS","2007",,"NAVNEET ","2008","GK","11111430","ENGLISH MEDIUM","MUMBAI","EEB 1127",,,,,"GK","430",,,"$20.00",,,,,,,,,,,,,
"NUMBERS","2007",,"NAVNEET ","2008","CHILDREN LITERATURE","11111432","ENGLISH MEDIUM","MUMBAI","EEB 1129",,,,,"CHILDREN LITERATURE","432",,,"$20.00",,,,,,,,,,,,,
"THE KING OF JUNGLE","2008",,"MACAW BOOKS","2008","CHILDREN LITERATURE","11111437","ENGLISH MEDIUM","THIALAND","EEB 1133",,,,,"CHILDREN LITERATURE","437",,,"$49.00",,,,,,,,,,,,,
"THE 7TH HABITS OF HIGHLY EFFECTIVE PEOPLE","2007",,,"2008","PERSONALITY DEVELOPEMENT","11111440","ENGLISH MEDIUM",,"EP 42",,,,"STEPHEN R. COVEY","PERSONALITY DEVELOPEMENT","440",,,"$250.00",,,,,,,,,,,,,
"IMPRESSIVE LETTERS FOR ALL OCCASSIONS","2007",,"JEET PUBLICATION","2008","GRAMMER","11111441","ENGLISH MEDIUM","MUMBAI","EFA 52",,,,"VINOD KUMAR","GRAMMER","441",,,"$45.00",,,,,,,,,,,,,
"FRENCH ENGLISH","2007",,"CONTINUMM","2008","GRAMMER","11111442","ENGLISH MEDIUM","LONDON","EFA 53",,,,"J.H.DOUGLAS","GRAMMER","442",,,"$0.00",,,,,,,,,,,,,
"IMPROVE YOUR WORD POWER","2007",,"SUDHA PUBLICATION","2008","GRAMMER","11111443","ENGLILSH MEDIUM","NEW DELHI","EFA 54",,,,"O.P.GULATI","GRAMMER","443",,,"$25.00",,,,,,,,,,,,,
"SYMPTOMS","2007",,"BLOOM SHURY","2008","GRAMMER","11111445","ENGLISH MEDIUM","DELHI","EFA 56",,,,"DR. ROBERT YOUNSON","GRAMMER","445",,,"$75.00",,,,,,,,,,,,,
"ENGLISH COMPOSITION SERIES-1 WORDS","2007",,"BETTER YOURSELF BOOKS","2008","GRAMMER","11111446","ENGLISH MEDIUM","DELHI","EFA 57",,,,"A.G. REGO","GRAMMER","446",,,"$35.00",,,,,,,,,,,,,
"SPELLING POWER MADE EASY","2007",,"GOODWILLS","2008","GRAMMER","11111447","ENGLISH MEDIUM","NEW DELHI","EFA 58",,,,"DR. B. JAMES","GRAMMER","447",,,"$28.00",,,,,,,,,,,,,
"EASY MAGIC","2007",,"SCHOLASTIC","2008","GK","11111448","ENGLISH MEDIUM","NEW DELHI","EK 235",,,,"BOB LONGE","GK","448",,,"$200.00",,,,,,,,,,,,,
"QUESTION CHILDREN ASK","2007",,"ACADEMIC PUBLICATION","2008","GK","11111449","ENGLISH MEDIUM",,"EK 236",,,,"JOHN BELLINGHAM","GK","449",,,"$150.00",,,,,,,,,,,,,
"AMAZING PUZZLES","2007",,"T.NARAYANA IYENDAR","2008","GK","11111450","ENGLISH MEDIUM",,"EK 237",,,,"B.G.RAMESH","GK","450",,,"$10.00",,,,,,,,,,,,,
"WORLD KNOWLEDGE FOR CHILDREN 1","2007",,"SHIKHA PUBLICATION","2008","GK","11111451","ENGLISH MEDIUM","NEW DELHI","EK 238",,,,"SUKANYA","GK","451",,,"$60.00",,,,,,,,,,,,,
"SCIENCE DISCOVERY SKY AND WEATHERS","2007",,"NAVNEET ","2008","SCIENCE","11111452","ENGLISH MEDIUM","MUMBAI","EFD 95",,,,"ALAM WORD","SCIENCE","452",,,"$55.00",,,,,,,,,,,,,
"SHIKSHANNI SONOGRAPHY","2007",,"PRADYNA PRABODH PARIVAR","2008","GK","11111458","ENGLISH MEDIUM",,,,,,"BHUMI UDAYVALLABH","GK","458",,,"$40.00",,,,,,,,,,,,,
"ALLAK DALLAK","2007",,"MALHAR OFFSET","2008","CHILDREN LITERATURE","11111459","ENGLISH MEDIUM","SURAT","EEB 1196",,,,"RAMESH PATEL","CHILDREN LITERATURE","459",,,"$12.00",,,,,,,,,,,,,
"MANDARIAN","2004",,"PHRASE BOOKS","2008","GRAMMER","11111460","ENGLISH MEDIUM",,"EFA 59",,,,"ANTHONY GARNAUT","GRAMMER","460",,,"$200.00",,,,,,,,,,,,,
"DEAR TEACHER","2007",,"UNIK OFFSET","2008","CHILDREN LITERATURE","11111462","ENGLISH MEDIUM",,"EEB 1138",,,,"M.K.SAHARMA","CHILDREN LITERATURE","462",,,"$40.00",,,,,,,,,,,,,
"SPEECHES THAT CHANGED THE WORLD","2007",,"BOUNTY BOOKSIN ","2008","PERSONALITY DEVELOPEMENT","11111463","ENGLISH MEDIUM","CHINA","EP 43",,,,,"PERSONALITY DEVELOPEMENT","463",,,"$150.00",,,,,,,,,,,,,
"CHATUR BIRBALBANCHO KI KAHANIYA","2007",,"STERLING PRESS PVT LTD","2008","CHILDREN LITERATURE","11111465","ENGLISH MEDIUM","DELHI","EEB 1140",,,,"KOMAL MEHARA","CHILDREN LITERATURE","465",,,"$30.00",,,,,,,,,,,,,
"MANMOHAK LOKKATHYEN","2007",,"ROHAN BOOK COMPANY","2008","CHILDREN LITERATURE","11111466","ENGLISH MEDIUM","DELHI","EEB 1141",,,,,"CHILDREN LITERATURE","466",,,"$25.00",,,,,,,,,,,,,
"NODDY",,,"TOYLAND","2008","CHILDREN LITERATURE","11111468","ENGLISH MEDIUM",,"EEB 1144",,,,"ENID BLYTON","CHILDREN LITERATURE","468",,,"$17.00",,,,,,,,,,,,,
"THE WISE BEAR",,,"YOUNG LEARNER PUBLICATIONS","2008","CHILDREN LITERATURE","11111471","ENGLISH MEDIUM","NEW DELHI","EEB 1146",,,,,"CHILDREN LITERATURE","471",,,"$20.00",,,,,,,,,,,,,
"A TREASURY OF TALES","2002",,"AKSHARA PRAKASHAN","2008","STORY BOOK","11111473","ENGLISH MEDIUM","AHAMEDABAD","EEB 1211",,,,"V. RAMANUJ","STORY BOOK","473",,,"$200.00",,,,,,,,,,,,,
"BELIEVE IT OR NOT","2007",,"SCHOLASTIC","2008","SCIENCE","11111474","ENGLISH MEDIUM",,"EFD 97",,,,"MYRY PACKARD","SCIENCE","474",,,"$0.00",,,,,,,,,,,,,
"THREE GIRLS IN THE CITY CLOSE UP","2007",,"SCHOLASTIC","2008","STORY BOOK","11111476","ENGLISH MEDIUM","NEW DELHI","EEB 1207",,,,"JEANNE BETANCOURT","STORY BOOK","476",,,"$100.00",,,,,,,,,,,,,
"A TAIL OF TWO KITTIES","2007",,"SCHOLASTIC","2008","STORY BOOK","11111477","ENGLISH MEDIUM","NEW DELHI","EEB 1208",,,,"BASED ON THE FEATURE FILM","STORY BOOK","477",,,"$0.00",,,,,,,,,,,,,
"KING VIKRAM AND THE RIDDLES OF THE VETAL","2007",,"SCHOLASTIC","2008","STORY BOOK","11111478","ENGLISH MEDIUM","NEW DELHI","EEB 1209",,,,"DEEPA AGARWAL","STORY BOOK","478",,,"$0.00",,,,,,,,,,,,,
"NATURES ACTIVITY SUNNY DAYS","2007",,"SCHOLASTIC","2008","SCIENCE","11111481","ENGLISH MEDIUM","NEW DELHI","EFD 98",,,,"NANCY F. CASTALDO","SCIENCE","481",,,"$200.00",,,,,,,,,,,,,
"MY DINOSAURS","2009",,"SCHOLASTIC","2008","GK","11111482","ENGLISH MEDIUM","NEW DELHI","EK 240",,,,"JOHN SIBBICK","GK","482",,,"$0.00",,,,,,,,,,,,,
"WHERE AM I?","2007",,"WISDOM VILLAGE PUB DIV","2008","GK","11111483","ENGLISH MEDIUM",,"EK 241",,,,"PREMLATA","GK","483",,,"$95.00",,,,,,,,,,,,,
"BEST OF TAGORE 12 SHORT STORIES","2007",,"SCHOLASTIC","2008","STORY BOOK","11111487","ENGLISH MEDIUM","NEW DELHI","EEB 1216",,,,"JHARNA BASU","STORY BOOK","487",,,"$75.00",,,,,,,,,,,,,
"THE WIT OF TENALI RAMAN","2007",,"SCHOLASTIC","2008","STORY BOOK","11111490","ENGLISH MEDIUM","NEW DELHI","EEB 1215",,,,"DEVIKA RUNACHERI","STORY BOOK","490",,,"$100.00",,,,,,,,,,,,,
"TRASH CRAFTS",,,"SCHOLASTIC","2008","CHILDREN LITERATURE","11111491","ENGLISH MEDIUM",,"EEB 1225",,,,"BENITA SEN","CHILDREN LITERATURE","491",,,"$85.00",,,,,,,,,,,,,
"READ TO ME","2007",,"SCHOLASTIC","2008","ACADEMIC","11111494","ENGLISH MEDIUM","NEW DELHI","EH 39",,,,"BERNICE E.","ACADEMIC","494",,,"$125.00",,,,,,,,,,,,,
"UNDERSTANDING SPECIAL EDUCATION","2007",,"SCHOLASTIC","2008","PERSONALITY DEVELOPEMENT","11111496","ENGLISH MEDIUM","NEW DELHI","EP 46",,,,"CYNTHIA M STOVE","PERSONALITY DEVELOPEMENT","496",,,"$175.00",,,,,,,,,,,,,
"TEACHING READING AND WRITING WITH NURSURY RHYMES","2007",,"SCHOLASTIC","2008","CHILDREN LITERATURE","11111497","ENGLISH MEDIUM","NEW DELHI","EEB 1219",,,,"DEBORAH KOVACS","CHILDREN LITERATURE","497",,,"$0.00",,,,,,,,,,,,,
"CREATING BULL FREE CLASSROOM","2007",,"SCHOLASTIC","2008","PERSONALITY DEVELOPEMENT","11111499","ENGLISH MEDIUM","NEW DELHI","EP 47",,,,"CURAL S. MANULLEN","PERSONALITY DEVELOPEMENT","499",,,"$150.00",,,,,,,,,,,,,
"PHONIC FROM A TO Z","2007",,"SCHOLASTIC","2008","CHILDREN LITERATURE","11111502","ENGLISH MEDIUM","NEW DELHI","EEB 1221",,,,"WILEY BLEVINS","CHILDREN LITERATURE","502",,,"$350.00",,,,,,,,,,,,,
"THE PRINCIPALS ESSENTIAL GUIDE TO LITERACY IN THE ELEMEMTARY SCHOOL","2007",,"SCHOLASTIC","2008","PERSONALITY DEVELOPEMENT","11111503","ENGLISH MEDIUM","NEW DELHI","EP 49",,,,"NANCY PADAK","PERSONALITY DEVELOPEMENT","503",,,"$300.00",,,,,,,,,,,,,
"PAINTING WITHOUT BRUSHES","2007",,"SCHOLASTIC","2008","CHILDREN LITERATURE","11111504","ENGLISH MEDIUM",,"EEB 1220",,,,"BRENDA WHITTLE","CHILDREN LITERATURE","504",,,"$50.00",,,,,,,,,,,,,
"TEACHING SCIENCE YES, YOU CAN","2007",,"SCHOLASTIC","2008","SCIENCE","11111505","ENGLISH MEDIUM","NEW DELHI","EFD 99",,,,,"SCIENCE","505",,,"$295.00",,,,,,,,,,,,,
"BABY FOOD",,,"SCHOLASTIC","2008","CHILDREN LITERATURE","11111508","ENGLISH MEDIUM",,"EEB 1226",,,,,"CHILDREN LITERATURE","508",,,"$0.00",,,,,,,,,,,,,
"GITA PRAVACHAN","2007",,,"2008","CHILDREN LITERATURE","11111511","ENGLLISH MEDIUM",,"EEB 1223",,,,"VINOBA BHAVE","CHILDREN LITERATURE","511",,,"$0.00",,,,,,,,,,,,,
"PARVARISH","2007",,,"2008","LITERATURE","11111512","ENGLISH MEDIUM",,"EFJ 4",,,,"KETAN BHARDAVA","LITERATURE","512",,,"$50.00",,,,,,,,,,,,,
"SNOW WHITE AUR SAT BAUNE","2007",,"MANOJ PUBLICATION","2008","CHILDREN LITERATURE","11111514","ENGLISH MEDIUM","DELHI","EEB 1230",,,,,"CHILDREN LITERATURE","514",,,"$25.00",,,,,,,,,,,,,
"NANHE SUAR AUR CHATUR BHEDIA","2007",,"MANOJ PUBLICATION","2008","CHILDREN LITERATURE","11111515","ENGLISH MEDIUM","DELHI","EEB 1231",,,,,"CHILDREN LITERATURE","515",,,"$25.00",,,,,,,,,,,,,
"CHAMATKARI BAUNE AUR BUDHA MOCHI","2007",,"MANOJ PUBLICATION","2008","CHILDREN LITERATURE","11111516","ENGLISH MEDIUM","DELHI","EEB 1232",,,,,"CHILDREN LITERATURE","516",,,"$25.00",,,,,,,,,,,,,
"MASUM LALI AUR MAKKAR BHEDIYA","2007",,"MANOJ PUBLICATION","2008","CHILDREN LITERATURE","11111518","ENGLISH MEDIUM","DELHI","EEB 1234",,,,,"CHILDREN LITERATURE","518",,,"$25.00",,,,,,,,,,,,,
"GODAN","2007",,"SAHANI PUBLICATIONS","2008","HINDI","11111519","ENGLISH MEDIUM","NEW DELHI","EEC 66",,,,"PREMCHAND","HINDI","519",,,"$60.00",,,,,,,,,,,,,
"DURGA BHABI","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111520","ENGLISH MEDIUM",,"EB 69",,,,"DR. AARTI PANDYA","BIOGRAPHY","520",,,"$0.00",,,,,,,,,,,,,
"LALA HARDAYALGI","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111521","ENGLISH MEDIUM",,"EB 70",,,,"VISHNU PANDYA","BIOGRAPHY","521",,,"$0.00",,,,,,,,,,,,,
"DR. HEGDEWAR","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111523","ENGLISH MEDIUM","AHAMEDABAD","EB 74",,,,"BAHGIRAVA DESAI","BIOGRAPHY","523",,,"$0.00",,,,,,,,,,,,,
"CHANDRASHEKHAR AZAD","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111524","ENGLISH MEDIUM","AHAMEDABAD","EB 73",,,,"DR. SUBHASH RASTOGI","BIOGRAPHY","524",,,"$0.00",,,,,,,,,,,,,
"TATYA TOPE","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111525","ENGLISH MEDIUM","AHAMEDABAD","EB 74",,,,"INDUMATI SHEVADE","BIOGRAPHY","525",,,"$0.00",,,,,,,,,,,,,
"ASAFAQ ULLAKHAN","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111526","ENGLISH MEDIUM","AHAMEDABAD","EB 75",,,,"HASMUKH RAVAL","BIOGRAPHY","526",,,"$0.00",,,,,,,,,,,,,
"SUKHDEV","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111527","ENGLISH MEDIUM","AHAMEDABAD","EB 76",,,,"DR. SUBHASH RASTOGI","BIOGRAPHY","527",,,"$0.00",,,,,,,,,,,,,
"SHYAMJI KRISHNA VARMA","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111528","ENGLISH MEDIUM","AHAMEDABAD","EB 79",,,,"VISHNU PANDYA","BIOGRAPHY","528",,,"$0.00",,,,,,,,,,,,,
"BHAGAT SINGH","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111529","ENGLISH MEDIUM","AHAMEDABAD","EB 78",,,,"SUBHASH RASTOGI","BIOGRAPHY","529",,,"$0.00",,,,,,,,,,,,,
"RAMPRASAD BISMIL","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111530","ENGLISH MEDIUM","AHAMEDABAD","EB 79",,,,"HASMUKH RAVAL","BIOGRAPHY","530",,,"$0.00",,,,,,,,,,,,,
"SARDAR VALLABHBHAI PATEL","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111531","ENGLISH MEDIUM","AHAMEDABAD","EB 80",,,,"PRABHAKAR KHAMAR","BIOGRAPHY","531",,,"$0.00",,,,,,,,,,,,,
"MANGAL PANDYE","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111532","ENGLISH MEDIUM","AHAMEDABAD","EB 81",,,,"ANITA GAUD","BIOGRAPHY","532",,,"$0.00",,,,,,,,,,,,,
"VEER SVARKAR","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111533","ENGLISH MEDIUM","AHAMEDABAD","EB 82",,,,"HARISH DIWEDE","BIOGRAPHY","533",,,"$0.00",,,,,,,,,,,,,
"SUBHASH CHANDRA BOSE","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111534","ENGLISH MEDIUM","AHAMEDABAD","EB 83",,,,"CHATANYA DESAI","BIOGRAPHY","534",,,"$0.00",,,,,,,,,,,,,
"RAJ KUNWAR SINGH","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111535","ENGLISH MEDIUM","AHAMEDABAD","EB 84",,,,"URMILA BEHANJANI","BIOGRAPHY","535",,,"$0.00",,,,,,,,,,,,,
"KHUDIRAM BOSE","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111536","ENGLISH MEDIUM","AHAMEDABAD","EB 85",,,,"K.T.MEHTA","BIOGRAPHY","536",,,"$0.00",,,,,,,,,,,,,
"PRUTHVISINGH AZAD","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111537","ENGLISH MEDIUM","AHAMEDABAD","EB 86",,,,"SHANTILAL JANI","BIOGRAPHY","537",,,"$0.00",,,,,,,,,,,,,
"BARINDRA KUMAR GHOSH","2007",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111538","ENGLISH MEDIUM","AHAMEDABAD","EB 87",,,,"K.CHANDRANATHA","BIOGRAPHY","538",,,"$0.00",,,,,,,,,,,,,
"UPENDRANATH BANDOPADHYAY","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111539","ENGLISH MEDIUM","AHAMEDABAD","EB 88",,,,"K.CHANDRANATH","BIOGRAPHY","539",,,"$0.00",,,,,,,,,,,,,
"GANESHSHANKAR VIDHYARTHI","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111540","ENGLISH MEDIUM","AHAMEDABAD","EB 89",,,,"DR. KALIDAS MEHTA","BIOGRAPHY","540",,,"$0.00",,,,,,,,,,,,,
"NANASAHEB PESHVA","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111541","ENGLISH MEDIUM","AHAMEDABAD","EB 90",,,,"DR. KALIDAS MEHTA","BIOGRAPHY","541",,,"$0.00",,,,,,,,,,,,,
"JATIN BADHA","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111542","ENGLISH MEDIUM","AHAMEDABAD","EB 91",,,,"NATVAR GOHEL","BIOGRAPHY","542",,,"$0.00",,,,,,,,,,,,,
"SWAMI SHRADHANAND","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111543","ENGLISH MEDIUM","AHAMEDABAD","EB 92",,,,"HASMUKH RAVAL","BIOGRAPHY","543",,,"$0.00",,,,,,,,,,,,,
"LOKMANYA BALGANGADHAR TILAK","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111544","ENGLISH MEDIUM","AHAMEDABAD","EB 93",,,,"DR. KALIDAS MEHTA","BIOGRAPHY","544",,,"$0.00",,,,,,,,,,,,,
"KESARI SINGH","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111545","ENGLISH MEDIUM","AHAMEDABAD","EB 94",,,,"SHIVDAN GADHVI","BIOGRAPHY","545",,,"$0.00",,,,,,,,,,,,,
"LALA LAJAPATRAI","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111546","ENGLISH MEDIUM","AHAMEDABAD","EB 95",,,,"JITENDRA PATEL","BIOGRAPHY","546",,,"$0.00",,,,,,,,,,,,,
"BHAI PARMANAND","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111547","ENGLISH MEDIUM","AHAMEDABAD","EB 96",,,,"AARTI OZA","BIOGRAPHY","547",,,"$0.00",,,,,,,,,,,,,
"RAJA MAHENDRA PRATAP","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111548","ENGLISH MEDIUM","AHAMEDABAD","EB 97",,,,"DR. SANJEEV OZA","BIOGRAPHY","548",,,"$0.00",,,,,,,,,,,,,
"BABA GURUDATT SINGH","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111549","ENGLISH MEDIUM","AHAMEDABAD","EB 98",,,,"MAHADEVBHAI GHORIYALI","BIOGRAPHY","549",,,"$0.00",,,,,,,,,,,,,
"JAYPRAKASH NARAYAN","2006",,"SARFAROSHI PUSTAK SHRENI","2008","BIOGRAPHY","11111550","ENGLISH MEDIUM","AHAMEDABAD","EB 99",,,,"VARADRAJ PANDIT","BIOGRAPHY","550",,,"$0.00",,,,,,,,,,,,,
"SRI RAMCHARIT MANAS","2006",,"GITA PRESS GORAKHPUR","2008","HINDI","11111551","ENGLISH MEDIUM",,"EEC 67",,,,"HANUMANPRASAD PODAR","HINDI","551",,,"$0.00",,,,,,,,,,,,,
"RAVINDRANATH TAGORE KI SARVASHRETH KAHANIYAEN","2007",,"RAJA POCKET BOOKS","2009","HINDI","11111553","ENGLISH MEDIUM",,"EEC 69",,,,"RAVINDRANATH TAGORE","HINDI","553",,,"$60.00",,,,,,,,,,,,,
"SHABD","2008",,"HARSHTARU PRAKASHAN","2009","PERSONALITY DEVELOPEMENT","11111555","ENGLISH MEDIUM","AHAMEDABAD","EP 73",,,,"JAYANT DESAI","PERSONALITY DEVELOPEMENT","555",,,"$200.00",,,,,,,,,,,,,
"AKSHAR CAFE","2006",,"HARSHTARU PRAKASHAN","2009","OTHER","11111556","ENGLISH MEDIUM","VALSAD","EKB 39",,,,"JAYANT DESAI","OTHER","556",,,"$300.00",,,,,,,,,,,,,
"BARAK OBAMA","2007",,"IBD BOOKS","2009","OTHER","11111557","ENGLISH MEDIUM",,"EKB 39",,,,"KAUSHAL GOYAL","OTHER","557",,,"$195.00",,,,,,,,,,,,,
"101 GREAT FREEDOM FIGHTERS","2007",,"TINY TOT PUBLICATIONS","2009","BIOGRAPHY","11111558","ENGLISH MEDIUM","DELHI","EB ",,,,"SHYAM DUA","BIOGRAPHY","558",,,"$120.00",,,,,,,,,,,,,
"HUMAN BODY","2006",,"DEPOT BOOKS","2009","SCIENCE","11111559","ENGLISH MEDIUM","NOIDA","EFD 100",,,,"KIRTI KAUL","SCIENCE","559",,,"$100.00",,,,,,,,,,,,,
"ATAM VINZE PANKH","2008",,"GURJAR PRAKASHAN","2009","BIOGRAPHY","11111561","ENGLISH MEDIUM","AHAMEDABAD","EB 31",,,,"A.P.J.ABDULKALAM","BIOGRAPHY","561",,,"$160.00",,,,,,,,,,,,,
"DHORAN 12 PACHI SHU","2007",,"LIBERTY PUBLICATION","2009","GK","11111562","ENGLISH MEDIUM","AHAMEDABAD","EK 250",,,,"BHASKAR SHUKLA","GK","562",,,"$75.00",,,,,,,,,,,,,
"DHORAN 12 PACHI SHU VIDYAN PRAVAH","2007",,"LIBERTY PUBLICATION","2009","GK","11111563","ENGLISH MEDIUM","AHAMEDABAD","EK 251",,,,"JAGDISH PATEL","GK","563",,,"$55.00",,,,,,,,,,,,,
"DHORAN 12 PACHI SHU SAMANYA PRAVAH","2008",,"LIBERTY PUBLICATION","2009","GK","11111564","ENGLISH MEDIUM","AHAMEDABAD","EK 249",,,,"JAGADISH PATEL","GK","564",,,"$55.00",,,,,,,,,,,,,
"INTERVIWE TECHNIQUE","2008",,"LIBERTY PUBLICATIONS","2009","GK","11111565","ENGLISH MEDIUM","AHAMEDABAD","EK 248",,,,"R.N.KOTAK","GK","565",,,"$35.00",,,,,,,,,,,,,
"VANI BOLIEA JANI TO SAMRUDHINI VICHAR","2008",,"AMAAR PRAKASHAN","2009","PERSONALITY DEVELOPEMENT","11111566","ENGLISH MEDIUM",,"EP 57",,,,"DAULATBHAI DESAI","PERSONALITY DEVELOPEMENT","566",,,"$250.00",,,,,,,,,,,,,
"DR. AMBEDKAR VICHAR AND VAHYAR","2007",,"PARTH PUBLLICATIONS","2009","PERSONALITY DEVELOPEMENT","11111567","ENGLISH MEDIUM",,"EP 63",,,,"GOVINDBHAI CHAUHAN","PERSONALITY DEVELOPEMENT","567",,,"$130.00",,,,,,,,,,,,,
"DHORAN 10 PACHI SHU","2007",,"AMAR PRAKASHAN","2009","GK","11111568","ENGLISH MEDIUM",,"EK 253",,,,"PROF BHASKAR SHUKLA","GK","568",,,"$100.00",,,,,,,,,,,,,
"PANJAB KESARI LALA LAJAPATRAI","2007",,"PARTH PUBLICATION","2009","BIOGRAPHY","11111570","ENGLISH MEDIUM",,"EB 107",,,,"URMILA JANI","BIOGRAPHY","570",,,"$70.00",,,,,,,,,,,,,
"SAFAL KARKIRDI MIND SET DWARA","2007",,"RANNADE PRAKASHAN","2009","PERSONALITY DEVELOPEMENT","11111571","ENGLISH MEDIUM",,"EP 61",,,,"MADHUSUDHAN BRAMHABHATT","PERSONALITY DEVELOPEMENT","571",,,"$100.00",,,,,,,,,,,,,
"VAYKTI GHADATAR","2007",,"GURJAR PRAKASHAN","2009","PERSONALITY DEVELOPEMENT","11111572","ENGLISH MEDIUM","AHAMEDABAD","EP 62",,,,"FATHER WALLACE","PERSONALITY DEVELOPEMENT","572",,,"$75.00",,,,,,,,,,,,,
"SUBHASH CHANDRA BOSE","2008",,"GURJAR PRAKASHAN","2009","BIOGRAPHY","11111573","ENGLISH MEDIUM","AHAMEDABAD","EB 113",,,,"GUNVANT ACHARYA","BIOGRAPHY","573",,,"$100.00",,,,,,,,,,,,,
"DR. VIKRAM SARABHAI","2008",,"GURJAR PRAKASHAN","2009","BIOGRAPHY","11111574","ENGLISH MEDIUM","AHAMEDABAD","EB 109",,,,"DR. USHA JOSHI","BIOGRAPHY","574",,,"$50.00",,,,,,,,,,,,,
"GANDHI JIVANGATHA 2","2008",,"GURJAR PRAKASHAN","2009","BIOGRAPHY","11111575","ENGLISH MEDIUM","AHAMEDABAD","EB",,,,"YASHWANT MEHTA","BIOGRAPHY","575",,,"$100.00",,,,,,,,,,,,,
"BHARATRATNA DR. RAJENDRAPRASAD","2009",,"SANSKAR SAHITYA MANDIR","2009","BIOGRAPHY","11111576","NIL",,"EB 112",,,,"KANUBHAI","BIOGRAPHY","576",,,"$100.00",,,,,,,,,,,,,
"SWANYASIDDHA","2008",,"RANNADE PRAKASHAN","2009","PERSONALITY DEVELOPEMENT","11111578","ENGLISH MEDIUM",,"EP 68",,,,"DR. MOHANBHAI PANCHAL","PERSONALITY DEVELOPEMENT","578",,,"$100.00",,,,,,,,,,,,,
"DHORAN 10 PACHI SHU","2008",,"LIBERTY PUBLICATION","2009","GK","11111582","ENGLISH MEDIUM","AHAMEDABAD","EK 252",,,,"JAGADISH PATEL","GK","582",,,"$70.00",,,,,,,,,,,,,
"PRERAK KELVANIKARO","2008",,"RANNADE PRAKASHAN","2009","BIOGRAPHY","11111583","ENGLISH MEDIUM",,"EB 103",,,,"DR. MINAKSHI THAKAR","BIOGRAPHY","583",,,"$135.00",,,,,,,,,,,,,
"SAFALTANI DISHAMA","2008",,"NAVBHARAT SAHITYA MANDIR","2009","PERSONALITY DEVELOPEMENT","11111584","ENGLISH MEDIUM","AHAMEDABAD","EP 7",,,,"YOGENDRA VYAS","PERSONALITY DEVELOPEMENT","584",,,"$95.00",,,,,,,,,,,,,
