"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach","Author","Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency"
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00013",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00014",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00015",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00016",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00017",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00018",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00019",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00020",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00021",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
"A TEXTBOOK OF INTERNAL COMBUSTION ENGINES",2,,"LAXMI PUBLICATION LTD ",2013,,,"ENGLISH","NEW DELHI","621.43",,,,"RAJPUT, R, K.","ME,","LJIT00022",,0,"625",,"UNIQUE BOOK STORE",,"ME,",,,
