Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency
MATHEMATICS: I DISCRETE MATHEMATICS,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,519.4, ,,,AGRWAL D C ; Author,"MATHS,",01486,,1,170 ,,UNIQUE BOOK STORE,,"MATHS,"
MATHEMATICS: I DISCRETE MATHEMATICS,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,519.4, ,,,AGRWAL D C ; Author,"MATHS,TITLE,",01487,,1,170 ,,UNIQUE BOOK STORE,,"MATHS,TITLE,"
ENGINEERING MATHEMATICS III FOR B.E THIRD SEMESTER,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,620.00151, ,,,AGRWAL D C ; Author,"MATHS,",01488,,1,236 ,,UNIQUE BOOK STORE,,"MATHS,"
ENGINEERING MATHEMATICS III FOR B.E THIRD SEMESTER,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,620.00151, ,,,AGRWAL D C ; Author,"MATHS,",01489,,1,236 ,,UNIQUE BOOK STORE,,"MATHS,"
ENGINEERING MATHEMATICS II FOR B.E THIRD SEMESTER,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,620.00151, ,,,AGRWAL D C ; Author,"MATHS,",01490,,1,236 ,,UNIQUE BOOK STORE,,"MATHS,"
ENGINEERING MATHEMATICS II FOR B.E THIRD SEMESTER,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,620.00151, ,,,AGRWAL D C ; Author,"MATHS,",01491,,1,236 ,,UNIQUE BOOK STORE,,"MATHS,"
COMPUTER APPLICATIONS ,,,SHREE SAI PRAKASHAN,2006,,,ENGLISH,MEERUT,004.0285, ,,,SHRIVASTAVA S S ; Author,"CE, IT,TITLE,",01492,,1,140 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
COMPUTER APPLICATIONS ,,,SHREE SAI PRAKASHAN,2006,,,ENGLISH,MEERUT,004.0285, ,,,SHRIVASTAVA S S ; Author,"CE, IT,",01493,,1,140 ,,UNIQUE BOOK STORE,,"CE, IT,"
ADVANCED MATHEMATICS ,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,510, ,,,AGRWAL D C ; Author  OTHERS ; Author,"MATHS,",01494,,1,160 ,,UNIQUE BOOK STORE,,"MATHS,"
ADVANCED MATHEMATICS ,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,510, ,,,AGRWAL D C ; Author  OTHERS ; Author,"MATHS,TITLE,",01495,,1,160 ,,UNIQUE BOOK STORE,,"MATHS,TITLE,"
MATHEMATICS: II CALCULUS,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,515, ,,,AGRWAL D C ; Author,"MATHS,",01496,,1,200 ,,UNIQUE BOOK STORE,,"MATHS,"
MATHEMATICS: II CALCULUS,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,515, ,,,AGRWAL D C ; Author,"MATHS,",01497,,1,200 ,,UNIQUE BOOK STORE,,"MATHS,"
COMPUTER ORIENTED NUMERICAL AND STATISTICAL METHODS ,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,004.22, ,,,AGRWAL D C ; Author  AGRWAL POOJA ; Author,"CE, IT,",01498,,1,160 ,,UNIQUE BOOK STORE,,"CE, IT,"
COMPUTER ORIENTED NUMERICAL AND STATISTICAL METHODS ,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,004.22, ,,,AGRWAL D C ; Author  AGRWAL POOJA ; Author,"CE, IT,TITLE,",01499,,1,160 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE ,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,511.3, ,,,AGRWAL D C ; Author,"MATHS,TITLE,",01500,,1,180 ,,UNIQUE BOOK STORE,,"MATHS,TITLE,"
MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE ,,,SHREE SAI PRAKASHAN,,,,ENGLISH,MEERUT,511.3, ,,,AGRWAL D C ; Author,"MATHS,",01501,,1,180 ,,UNIQUE BOOK STORE,,"MATHS,"
OBJECT ORIENTED MODELING AND DESIGN WITH UML,2,,NEW AGE  INTERNATIONAL ,2007,,,ENGLISH,NEW DELHI ,005.133 ,   ,,,RAJARAM R ; Author,"CE, IT,TITLE,",01502,,1,195   ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
COMPUTER ARCHITECTURE AND SYSTEM DESIGN ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,004.22, ,,,VAIDEESWARAN J ; Author,"CE, IT,TITLE,",01503,,1,175 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
SOLID STATE DEVICES AND CIRCUITS,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.381534, ,,,BALI S P ; Author,"EC,TITLE,",01504,,1,195 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
DESIGN YOUR WEB WORLD ,,,FIREWELL MEDIAS ,,,,ENGLISH, ,006.7, ,,,JALOTA SONIL ; Author,"CE, IT,TITLE,",01505,,1,75 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
ENGINEERING MATHEMATICS: I,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,620.00151, ,,,RAO S H G ; Author,"MATHS,TITLE,",01506,,1,295 ,,UNIQUE BOOK STORE,,"MATHS,TITLE,"
ROBUST ESTIMATION AND HYPOTHESIS TESTING ,,,NEW AGE  INTERNATIONAL ,2004,,,ENGLISH,NEW DELHI ,519.5, ,,,TIKU MOTI L ; Author  AKKAYA AYSEN D ; Author,"CL,TITLE,",01507,,1,450 ,,UNIQUE BOOK STORE,,"CL,TITLE,"
NUMERICAL METHODS FOR SCIENTIFIC AND ENGINEERING COMPUTATION ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,005.131, ,,,JAIN M K ; Author  OTHERS ; Author,"MATHS,",01508,,1,350 ,,UNIQUE BOOK STORE,,"MATHS,"
PLANE SURVEYING ,,,NEW AGE  INTERNATIONAL ,2007,,,ENGLISH,NEW DELHI ,526.9, ,,,CHANDRA A M ; Author,"CL,TITLE,",01509,,1,295 ,,UNIQUE BOOK STORE,,"CL,TITLE,"
HIGHER SURVEYING ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,526.9, ,,,CHANDRA A M ; Author,"CL,TITLE,",01510,,1,235 ,,UNIQUE BOOK STORE,,"CL,TITLE,"
ENGINEERING DRAWING AND GRAPHICS + AUTO CAD ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,604.2, ,,,VENUGOPAL K ; Author,"CL,TITLE,",01511,,1,235 ,,UNIQUE BOOK STORE,,"CL,TITLE,"
INTRODUCTION TO MACHINING SCIENCE ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,620.3, ,,,LAL G K ; Author,"ME,TITLE,",01512,,1,235 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
VALUE ENGINEERING: A HOW TO MANUAL,,,NEW AGE  INTERNATIONAL ,2009,,,ENGLISH,NEW DELHI ,620.0068, ,,,IYER S S ; Author,"CL,TITLE,",01513,,1,185 ,,UNIQUE BOOK STORE,,"CL,TITLE,"
TEXTBOOK IN APPLIED MECHANICS ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,620.1, ,,,MALHOTRA M M ; Author  OTHERS ; Author,"ME,TITLE,",01514,,1,200 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
SCIENCE ENGINEERING MATERIALS ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,620.1, ,,,SRIVASTAVA C M ; Author  SHRINIVASAN C ; Author,"ME,TITLE,",01515,,1,220 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
COMPUTER AIDED ANALYSIS AND DESIGN OF MACHINE ELEMENTS ,2,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.815, ,,,RAO DUKKIPATI V ; Author  OTHERS ; Author,"ME,TITLE,",01516,,1,450 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
DECISION SUPPORTS SYSTEMS AND DATA WAREHOUSE ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,658.403, ,,,RAVINDRANATH B ; Author,"CE, IT,",01517,,1,120 ,,UNIQUE BOOK STORE,,"CE, IT,"
CAD CAM CEM,,,NEW AGE  INTERNATIONAL ,2006,,,ENGLISH,NEW DELHI ,670.285, ,,,RADHAKRISHN P ; Author  OTHERS ; Author,"ME,",01518,,1,250 ,,UNIQUE BOOK STORE,,"ME,"
MECHANISM AND MACHINE THEORY ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.8, ,,,RAO J S ; Author  RAO DUKKIPATI V ; Author,"ME,",01519,,1,225 ,,UNIQUE BOOK STORE,,"ME,"
MICROELECTRONIC DEVICES AND CIRCUITS,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.38153, ,,,SINGH B P ; Author,"EC,TITLE,",01520,,1,200 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
MODERN CONTROL SYSTEM THEORY ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,629.8, ,,,GOPAL M ; Author,"EC,TITLE,",01521,,1,220 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
ROTOR DYNAMICS,,,NEW AGE  INTERNATIONAL ,1996,,,ENGLISH,NEW DELHI ,531.11, ,,,RAO J S ; Author,"ME,TITLE,",01522,,1,700 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
WAVELET ANALYSIS AND APPLICTION ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.367, ,,,RAO GEETHA S ; Author,"GEN,TITLE,",01523,,1,295 ,,UNIQUE BOOK STORE,,"GEN,TITLE,"
INDUSTRIAL ENGINEERING METHODS AND PRACTICES ,,,PENRAM INTERNATIONAL ,,,,ENGLISH,NEW DELHI,670.5, ,,,SHETH VIJAY SHANTILAL ; Author,"OT,",01524,,1,160 ,,UNIQUE BOOK STORE,,"OT,"
LIGTWAVE COMMUNICATION SYSTEMS : A PRACTICAL PERSPECTIVE ,,,PENRAM INTERNATIONAL ,,,,ENGLISH,NEW DELHI,621.38, ,,,PAPANNAREDDY RAJAPPA ; Author,"EC,TITLE,",01525,,1,180 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
DIGITAL SIGNAL PROCESSING DEMYSTIFIED ,,,PENRAM INTERNATIONAL ,2007,,,ENGLISH,NEW DELHI,621.3822, ,,,BREESCH JAMES D ; Author,"EC,TITLE,",01526,,1,260 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
ELEMENTS OF ARTIFICIAL NEURAL NETWORK ,,,PENRAM INTERNATIONAL ,,,,ENGLISH,NEW DELHI,006.32, ,,,MEHROTRA KRISHNA ; Author  OTHERS ; Author,"CE, IT,TITLE,",01527,,1,320 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
EMBEDDED ETHERNET AND INTERNET COMPLETE: DESIGNING AND PROGRAMMING SMALL DEVICES FOR NETWORKING,,,PENRAM INTERNATIONAL ,,,,ENGLISH,NEW DELHI,004.678, ,,,AXELSEN JAN ; Author,"CE, IT,TITLE,",01528,,1,300 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8085,,,PENRAM INTERNATIONAL ,2009,,,ENGLISH,NEW DELHI,004.16, ,,,GAONKAR R ; Author,"CE, IT,",01529,,1,310 ,,UNIQUE BOOK STORE,,"CE, IT,"
MICROCONTROLLER IDEABOOK: CIRCUITS PROGRAMS AND FEATURING 8052 BASIC MICROCONTROLLER,,,PENRAM INTERNATIONAL ,,,,ENGLISH,NEW DELHI,005.412, ,,,AXELSON JAN ; Author,"CE, IT,TITLE,",01530,,1,180 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
PROGRAMMABLE LOGIC CONTROLLERS AND INDUSTRIAL AUTOMATION : AN INTRODUCOTI ,,,PENRAM INTERNATIONAL ,2005,,,ENGLISH,NEW DELHI,629.89, ,,,MITRA MODHI CHHANDA ; Author  SEN GUPTA SAMARJIT ; Author,"CE, IT,TITLE,",01531,,1,180 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
PARALLEL PORT COMPLETE PROGRAMMING INTERFACING & USING THE PC`S PARALLER PRINTERPORT ,,,PENRAM INTERNATIONAL ,,,,ENGLISH,NEW DELHI,004.64, ,,,AXELSON JAN ; Author,"CE, IT,TITLE,",01532,,1,300 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
C APPLICTION PROGRAMS AND PROJECTS   ,,,PENRAM INTERNATIONAL   ,2007,,,ENGLISH,NEW DELHI,005.133  ,   ,,,MALI DILIP S ; Author  VASAMBEKAR PRAMOD N ; Author,"CE, IT,TITLE,",01533,,1,120   ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
POWER ELECTRONICS AND IT`S APPLICATION ,,,PENRAM INTERNATIONAL ,,,,ENGLISH,NEW DELHI,621.327, ,,,JAIN ALOK ; Author,"EC,TITLE,",01534,,1,215 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
USB COMPLETE: EVERYTING YOU NEED TO DEVELOP CUSTOM USB PERIPHERAL,,,PENRAM INTERNATIONAL ,2005,,,ENGLISH,NEW DELHI,004.7, ,,,AXELSON JAN ; Author,"CE, IT,TITLE,",01535,,1,380 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
SERIAL PORT COMPLETE PROGRAMMING AND CIRCUITS FOR RS 232 AND RS 485 LINKS AND NETWORKS,,,PENRAM INTERNATIONAL ,1998,,,ENGLISH,MUMBAI,004.6, ,,,AXELSON J ; Author,"EC,TITLE,",01536,,1,300 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
NETWORKS AND SYSTEMS ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,004.65, ,,,CHOUDHARY D R ; Author,"CE, IT,TITLE,",01537,,1,260 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
DIGITAL ELECTRONICS: THEORY AND EXPRIMENTS,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.395, ,,,KUMAR V ; Author,"EC,TITLE,",01538,,1,165 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
INDUSTRIAL ENGINEERING AND MANAGEMENT: THOUGHT QUESTION AND ANSWERS,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,658.5, ,,,REDDGE C NADHAMUNI ; Author,"MANAG,TITLE,",01539,,1,200 ,,UNIQUE BOOK STORE,,"MANAG,TITLE,"
DISCRETE STRUCTURES OF COMPUTER SCIENCE ,,,WILEY ESTERN LIMITED ,,,,ENGLISH,NEW DELHI ,519.4, ,,,LEVY HERN SAND ; Author  OTHERS ; Author,"CE, IT,TITLE,",01540,,1,150 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
INTERNET AND JAVA PROGRAMMING,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,004.013, ,,,KRISHNAMURTHY R ; Author  PRABHA S ; Author,"CE, IT,TITLE,",01541,,1,225 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
INTRODUCTION TO COMPUTER AND BASIC PROGRMMING  ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,004.2, ,,,XAVIER C ; Author,"CE, IT,TITLE,",01542,,1,225 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
FLUID MECHANICS AND IT`S APPLICATION ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,532, ,,,GUPTA VIJAY ; Author  GUPTA SANTOSH K ; Author,"ME,TITLE,",01543,,1,195 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
TEXTBOOK OF CONCRETE TECHNOLOGY ,,,NEW AGE  INTERNATIONAL ,1983,,,ENGLISH,NEW DELHI ,624.183, ,,,KULKARNI P D ; Author  OTHERS ; Author,"CL,TITLE,",01544,,1,220 ,,UNIQUE BOOK STORE,,"CL,TITLE,"
NUMERICAL METHODS FOR ENGINEERS ,,,NEW AGE  INTERNATIONAL ,2006,,,ENGLISH,NEW DELHI ,004.01515, ,,,GUPTA SANTOSH K ; Author,"MATHS,TITLE,",01545,,1,195 ,,UNIQUE BOOK STORE,,"MATHS,TITLE,"
INTRODUCTION TO COMPUTERS AND C PROGRAMMING  ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,004, ,,,BAJPAI S K ; Author  YADAV D S ; Author,"CE, IT,TITLE,",01546,,1,175 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
TABLES FOR THE AUTOMATIVE TRADE ,,,WILEY ESTERN LIMITED ,,,,ENGLISH,NEW DELHI ,629.2, ,,,HAMM G ; Author  BURIK G ; Author,"GEN,TITLE,",01547,,1,100 ,,UNIQUE BOOK STORE,,"GEN,TITLE,"
ENGINEERING MECHANICS,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,620.1, ,,,BHAVIKATTI S S ; Author  RAJASHEKARAPPA K G ; Author,"ME,TITLE,",01548,,1,225 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
PARALLED COMPUTING ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,004.35, ,,,BHUJADE MORESWAR R ; Author,"CE, IT,",01549,,1,150 ,,UNIQUE BOOK STORE,,"CE, IT,"
COMPUTER APPLICATION MANAGEMENT ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,658.0284, ,,,GOEL RITENDRA ; Author  KAKKAR D N ; Author,"CE, IT,TITLE,",01550,,1,200 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
ELECTRICAL ENGINEERING HANDBOOK ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.3, ,,,SIEMENS ; Author,"EC,TITLE,",01551,,1,265 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
NETWORK THEORY AND FILTER DESIGN ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.3811, ,,,AWTRE VASUDEV K ; Author,"EC,TITLE,",01552,,1,195 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
APPLIED CIRCUIT THEORY : MATRIX AND COMPUTER METHODS ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.3815, ,,,ADBY P R ; Author,"EC,TITLE,",01553,,1,150 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
INTRODUCTION TO ELECTRONIC CONTROL ENGINEERING ,,,WILEY ESTERN LIMITED ,,,,ENGLISH,NEW DELHI ,621.36, ,,,FROH FRIEDRICH ; Author  ORTTENBURGER FRITSA ; Author,"EC,TITLE,",01554,,1,85 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
MICROWAVES: INTRODUCTION CIRCUITS DEVICES AND ANTENNAS,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.3615, ,,,SISODIA M L ; Author  GUPTA VIJAY LAXMI ; Author,"EC,TITLE,",01555,,1,195 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
POWER SYSTEMS PROTECTION AND SWITCHGEAR ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.317, ,,,RAVINDARANATH B ; Author  OTHERS ; Author,"EC,TITLE,",01556,,1,195 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
FOUNDATIONS OF ELECTRONICS ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.381, ,,,CHUTTOOPADHYAY D ; Author  OTHERS ; Author,"EC,TITLE,",01557,,1,175 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
BASIC MICROWAVE TECHNOLOGUES AND LABORATORY MANUAL ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.3813078, ,,,SISODIA M L ; Author  RAGHUVANSHI G S ; Author,"EC,",01558,,1,160 ,,UNIQUE BOOK STORE,,"EC,"
CIRCUITS AND ANALYSIS WITH COMPUTER APPLICATION TO PROBLEM SOLVING ,,,NEW AGE  INTERNATIONAL ,2005,,,ENGLISH,NEW DELHI ,621.31925, ,,,GUPTA SOMESHWAR ; Author  OTHERS ; Author,"EC,TITLE,",01559,,1,170 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
COURSE OF EXPERIMENTS WITH HE-LE LASER ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.366, ,,,SIROHI R S ; Author,"EC,TITLE,",01560,,1,120 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
ELECTRICAL ENGINEERING DRAWING,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.3, ,,,BHUTTACHARYA S K ; Author,"EC,TITLE,",01561,,1,150 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
PARALLED COMPUTING ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,004.35, ,,,BHUJADE MORESWAR R ; Author,"CE, IT,TITLE,",01562,,1,150 ,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
INTRODUCTURY COURSE ON THEORY AND PRACTICE OF MECHANICAL VIBRATION ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,620.3, ,,,RAO J S ; Author  GUPTA K ; Author,"ME,TITLE,",01563,,1,225 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
FUNDAMENTALS OF FIBER OPTICS IN TELECOMMUNICATION AND SENSOR SYSTEMS ,,,NEW AGE  INTERNATIONAL ,,,,ENGLISH,NEW DELHI ,621.3692, ,,,PAL B P ; Author,"EC,TITLE,",01564,,1,350 ,,UNIQUE BOOK STORE,,"EC,TITLE,"
PROBABILITY STATISTICS AND NUMERICAL ANALYSIS ,,,MAHAJAN PUBLISHING HOUSE,,,,ENGLISH,AHMEDABAD ,519.5, ,,,KACHOT K R ; Author,"MATHS,",01565,,1,155 ,,UNIQUE BOOK STORE,,"MATHS,"
PROBABILITY STATISTICS AND NUMERICAL ANALYSIS ,,,MAHAJAN PUBLISHING HOUSE,,,,ENGLISH,AHMEDABAD ,519.5, ,,,KACHOT K R ; Author,"MATHS,TITLE,",01566,,1,155 ,,UNIQUE BOOK STORE,,"MATHS,TITLE,"
MATERIAL SCIENCE ,,,MAHAJAN PUBLISHING HOUSE,,,,ENGLISH,AHMEDABAD ,620.11, ,,,SHAH PARESH ; Author,"ME,TITLE,",01567,,1,190 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
MATERIAL SCIENCE ,,,MAHAJAN PUBLISHING HOUSE,,,,ENGLISH,AHMEDABAD ,620.11, ,,,SHAH PARESH ; Author,"ME,",01568,,1,190 ,,UNIQUE BOOK STORE,,"ME,"
ELEMENTS OF MECHANICAL ENGINEERING ,,,MAHAJAN PUBLISHING HOUSE,2004,,,ENGLISH,AHMEDABAD ,620.1, ,,,BHATT N M ; Author  MEHTA J R ; Author,"ME,TITLE,",01569,,1,200 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
ELEMENTS OF MECHANICAL ENGINEERING ,,,MAHAJAN PUBLISHING HOUSE,2004,,,ENGLISH,AHMEDABAD ,620.1, ,,,BHATT N M ; Author  MEHTA J R ; Author,"ME,TITLE,",01570,,1,200 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
ELEMENTS OF MECHANICAL AND CIVIL ENGINEERING ,,,MAHAJAN PUBLISHING HOUSE,,,,ENGLISH,AHMEDABAD ,620.0624, ,,,BHATT N M ; Author  OTHERS ; Author,"ME,",01571,,1,210 ,,UNIQUE BOOK STORE,,"ME,"
ELEMENTS OF MECHANICAL AND CIVIL ENGINEERING ,,,MAHAJAN PUBLISHING HOUSE,,,,ENGLISH,AHMEDABAD ,620.0624, ,,,BHATT N M ; Author  OTHERS ; Author,"ME,TITLE,",01572,,1,210 ,,UNIQUE BOOK STORE,,"ME,TITLE,"
ELEMENTS OF CIVIL ENGINEERING ,,,MAHAJAN PUBLISHING HOUSE,2007,,,ENGLISH,AHMEDABAD ,624, ,,,VASANI RAJESH ; Author  OTHERS ; Author,"CL,TITLE,",01573,,1,215 ,,UNIQUE BOOK STORE,,"CL,TITLE,"
ELEMENTS OF CIVIL ENGINEERING ,,,MAHAJAN PUBLISHING HOUSE,2007,,,ENGLISH,AHMEDABAD ,624, ,,,VASANI RAJESH ; Author  OTHERS ; Author,"CL,",01574,,1,215 ,,UNIQUE BOOK STORE,,"CL,"
ENGINEERING MECHANICS,,,MAHAJAN PUBLISHING HOUSE,2006,,,ENGLISH,AHMEDABAD ,620.1,,,,PATEL M N ; Author  OTHERS ; Author,"ME,TITLE,",01575,,1,290,,UNIQUE BOOK STORE,,"ME,TITLE,"
ENGINEERING MECHANICS,,,MAHAJAN PUBLISHING HOUSE,2006,,,ENGLISH,AHMEDABAD ,620.1,,,,PATEL M N ; Author  OTHERS ; Author,"ME,",01576,,1,290,,UNIQUE BOOK STORE,,"ME,"
HIGHER ENGINEERING MATHEMATICS: I,3,,MAHAJAN PUBLISHING HOUSE,2006,,,ENGLISH,AHMEDABAD ,620.00151,,,,KACHOT K R ; Author,"MATHS,",01577,,1,275,,UNIQUE BOOK STORE,,"MATHS,"
HIGHER ENGINEERING MATHEMATICS: I,3,,MAHAJAN PUBLISHING HOUSE,2006,,,ENGLISH,AHMEDABAD ,620.00151,,,,KACHOT K R ; Author,"MATHS,",01578,,1,275,,UNIQUE BOOK STORE,,"MATHS,"
HIGHER ENGINEERING MATHEMATICS: II,6,,MAHAJAN PUBLISHING HOUSE,2007,,,ENGLISH,AHMEDABAD ,620.00151,,,,KACHOT K R ; Author,"MATHS,",01579,,1,275,,UNIQUE BOOK STORE,,"MATHS,"
HIGHER ENGINEERING MATHEMATICS: II,6,,MAHAJAN PUBLISHING HOUSE,2207,,,ENGLISH,AHMEDABAD ,620.00151,,,,KACHOT K R ; Author,"MATHS,",01580,,1,275,,UNIQUE BOOK STORE,,"MATHS,"
HIGHER ENGINEERING MATHEMATICS: III,7,,MAHAJAN PUBLISHING HOUSE,2006,,,ENGLISH,AHMEDABAD ,620.00151,,,,KACHOT K R ; Author,"MATHS,",01581,,1,200,,UNIQUE BOOK STORE,,"MATHS,"
HIGHER ENGINEERING MATHEMATICS: III,7,,MAHAJAN PUBLISHING HOUSE,2006,,,ENGLISH,AHMEDABAD ,620.00151,,,,KACHOT K R ; Author,"MATHS,",01582,,1,200,,UNIQUE BOOK STORE,,"MATHS,"
JOURNEY TO C,,,MAHAJAN PUBLISHING HOUSE,2007,,,ENGLISH,AHMEDABAD ,005.133,,,,GANSHANI P ; Author,"CE, IT,",01583,,1,220,,UNIQUE BOOK STORE,,"CE, IT,"
JOURNEY TO C,,,MAHAJAN PUBLISHING HOUSE,2007,,,ENGLISH,AHMEDABAD ,005.133,,,,GANSHANI P ; Author,"CE, IT,TITLE,",01584,,1,220,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
