"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach","Author","Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency"
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00025",,1,"330",,"UNIQUE BOOK STORE",,"CE, IT,",,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00026",,1,"330",,"UNIQUE BOOK STORE",,"CE, IT,",,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00027",,1,"330",,"UNIQUE BOOK STORE",,"CE, IT,",,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00028",,1,"330",,"UNIQUE BOOK STORE",,"CE, IT,",,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00029",,1,"330",,"UNIQUE BOOK STORE",,"CE, IT,",,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00030",,1,"330",,"UNIQUE BOOK STORE",,"CE, IT,",,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00031",,1,"330",,"UNIQUE BOOK STORE",,"CE, IT,",,,
"INTRODUCTION TO C PROGRAMMING ",,,"OXFORD UNIVERSITY PRESS",2012,,,"ENGLISH","NEW DELHI   ","005.133",,,,"THAREJA, R.","CE, IT,","LJIT00032",,1,"330",,"UNIQUE BOOK STORE",,"CE, IT,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,TITLE,","LJIT00033",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,TITLE,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00034",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00035",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00036",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00037",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00038",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00039",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00040",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00041",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"VECTOR CALCULUS AND LINEAR ALGEBRA: II",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","515.33",,,,"PATEL, S, S.","MATHS,","LJIT00042",,1,"360",,"UNIQUE BOOK STORE",,"MATHS,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,TITLE,","LJIT00043",,1,"200",,"UNIQUE BOOK STORE",,"ME,TITLE,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00044",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00045",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00046",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00047",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00048",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00049",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00050",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00051",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"ADVANCED STRENGTH OF MATERIALS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.11",,,,"RETHALIYA, R, P.","ME,","LJIT00052",,1,"200",,"UNIQUE BOOK STORE",,"ME,",,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00053",,1,"450",,"UNIQUE BOOK STORE",,"ME,",,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00054",,1,"450",,"UNIQUE BOOK STORE",,"ME,",,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00055",,1,"450",,"UNIQUE BOOK STORE",,"ME,",,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00056",,1,"450",,"UNIQUE BOOK STORE",,"ME,",,,
"MECHANICS OF SOLIDS",,,"ATUL PRAKASHAN ",2013,,,"ENGLISH","AHMEDABAD","620.105",,,,"RETHALIYA, R, P.","ME,","LJIT00057",,1,"450",,"UNIQUE BOOK STORE",,"ME,",,,
"THE 100 MOST INFLUENTIAL INVENTORS OF ALL TIME",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,"ENGLISH","NEW DELHI","609.22",,,,"CURLEY, R. ED.","OT,TITLE,","LJIT00058",,1,"850",,"UNIQUE BOOK STORE",,"OT,TITLE,",,,
"THE INNER SOLAR SYSTEM: THE SUN MERCURY VENUS EARTH AND MARS: AN EXPLORERS GUIDE TO THE UNIVERSE",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,"ENGLISH","NEW DELHI","523.2",,,,"GREGERSEN, E. ED.","OT,TITLE,","LJIT00059",,1,"800",,"UNIQUE BOOK STORE",,"OT,TITLE,",,,
"THE BRITANNICA GUIDE TO NUMBERS AND MEASUREMENT: MATH EXPLAINED",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,"ENGLISH","NEW DELHI","512.7",,,,"HOSCH, W, L. ED.","OT,TITLE,","LJIT00060",,1,"850",,"UNIQUE BOOK STORE",,"OT,TITLE,",,,
"ASTRONOMICAL OBSERVATIONS: ASTRONOMY AND THE STUDY OF DEEP SPACE: AN EXPLORERS GUIDE TO THE UNIVERSE",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,"ENGLISH","NEW DELHI","520",,,,"GREGERSEN, E. ED.","OT,TITLE,","LJIT00061",,1,"750",,"UNIQUE BOOK STORE",,"OT,TITLE,",,,
"THE 100 MOST INFLUENTIAL SCIENTISTS OF ALL TIME: THE BRITANNICA GUIDE TO THE WORLDS MOST INFLUENTIAL PEOPLE",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,"ENGLISH","NEW DELHI","509.22",,,,"ROGERS, K. ED.","OT,TITLE,","LJIT00062",,1,"900",,"UNIQUE BOOK STORE",,"OT,TITLE,",,,
"THE JUST CITY",,,"CORNELL UNIVERSITY PRESS",2010,,,"ENGLISH","ITHACA","303.372",,,,"FAINSTEIN, S, S.","GEN,TITLE,","LJIT00063",,1,"695",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"CREATING EFFECTIVE TEAMS: A GUIDE FOR MEMBERS AND LEADERS",4,,"SAGE PUBLICATION",2013,,,"ENGLISH","NEW DELHI","658.4022",,,,"WHEELAN, S, A.","MANAG,TITLE,","LJIT00064",,1,"325",,"UNIQUE BOOK STORE",,"MANAG,TITLE,",,,
"FUNDAMENTALS OF CALCULUS",,,"LOBUS PRESS ",2012,,,"ENGLISH","NEW DELHI","515.8",,,,"KHAN, M, M.","MATHS,TITLE,","LJIT00065",,1,"1495",,"UNIQUE BOOK STORE",,"MATHS,TITLE,",,,
"THE OUTER SOLAR SYSTEM: JUPITER SATURN URANUS NEPTUNE AND THE DWARF PLANETS: AN EXPLORERS GUIDE TO UNIVERS",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,"ENGLISH","NEW DELHI","523.2",,,,"GREGERSEN, E. ED.","PHY,TITLE,","LJIT00066",,1,"800",,"UNIQUE BOOK STORE",,"PHY,TITLE,",,,
"MANNED SPACEFLIGHT: AN EXPLORERS GUIDE TO THE UNIVERSE",,,"BRITANNICA EDUCATIONAL PUBLISHING",2010,,,"ENGLISH","NEW DELHI","629.45",,,,"GREGERSEN, E. ED.","OT,TITLE,","LJIT00067",,1,"750",,"UNIQUE BOOK STORE",,"OT,TITLE,",,,
"MATH TRICKS PUZZLES AND GAMES",,,"ORIENT PAPERBACK",2007,,,"ENGLISH","NEW DELHI","510",,,,"BLUM, R.","MATHS,TITLE,","LJIT00068",,1,"60",,"UNIQUE BOOK STORE",,"MATHS,TITLE,",,,
"POSITIVE LIVING DAY BY DAY",,,"ORIENT PAPERBACK",2012,,,"ENGLISH","NEW DELHI","242.2",,,,"PEALE, N, V.","GEN,TITLE,","LJIT00069",,1,"140",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"VISUAL THINKING PUZZLES",,,"ORIENT PAPERBACK",2006,,,"ENGLISH","NEW DELHI","793.28",,,,"DISPEZIO, M, A.","GEN,TITLE,","LJIT00070",,1,"55",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"HIGH BLOOD CHOLESTEROL: CAUSES PREVENTION AND TREATMENT",,,"ORIENT PAPERBACK",2011,,,"ENGLISH","NEW DELHI","616.3997",,,,"GUPTA, K.","GEN,TITLE,","LJIT00071",,1,"130",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"DOING SIMPLE MATH IN YOUR HEAD: MATH IS FINALLY MADE EASY WITH THE RIGHT SHORTCUTS TIPS AND STRATEGIES",,,"ORIENT PAPERBACK",2011,,,"ENGLISH","NEW DELHI","510",,,,"HOWARD, W, J.","MATHS,TITLE,","LJIT00072",,1,"95",,"UNIQUE BOOK STORE",,"MATHS,TITLE,",,,
"CHECK YOUR IQ",,,"ORIENT PAPERBACK",2012,,,"ENGLISH","NEW DELHI","153.93",,,,"RUSSELL, K. AND CARTER, P.","GEN,TITLE,","LJIT00073",,1,"95",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"SURPRISING SCIENCE PUZZLES",,,"ORIENT PAPERBACK",2010,,,"ENGLISH","NEW DELHI","793.8",,,,"BRECHER, E.","GEN,TITLE,","LJIT00074",,1,"75",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"IMITATION IS LIMITATION: BEING THE UNIQUE PERSON YOU ARE MEANT TO BE",,,"ORIENT PAPERBACK",2012,,,"ENGLISH","NEW DELHI","248.4",,,,"MASON, J.","GEN,TITLE,","LJIT00075",,1,"140",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"THE THREE MUSKETEERS",,,"MAPLE PRESS CLASSICS",2012,,,"ENGLISH","NOIDA","824.1",,,,"DUMAS, A. AND PERE.","GEN,TITLE,","LJIT00076",,1,"225",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"SELECTED GHOST STORIES",,,"MAPLE PRESS CLASSICS",2012,,,"ENGLISH","NOIDA","841.5",,,,"WOOLF, V.","GEN,TITLE,","LJIT00077",,1,"225",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"SELECTED SHORT STORIES OF THE WORLD",,,"MAPLE PRESS CLASSICS",2011,,,"ENGLISH","NOIDA","808.82",,,,"MAPLE PRESS CLASSICS","GEN,","LJIT00078",,1,"225",,"UNIQUE BOOK STORE",,"GEN,",,,
"IVANHOE",,,"MAPLE PRESS CLASSICS",2010,,,"ENGLISH","NOIDA","823.21",,,,"SCOTT, W.","GEN,","LJIT00079",,1,"195",,"UNIQUE BOOK STORE",,"GEN,",,,
"SUPER EXPERT SCIENCE QUIZ",,,"RUPA AND COMPANY",2011,,,"ENGLISH","NEW DELHI","793.8",,,,"SALWI, D, M.","GEN,TITLE,","LJIT00080",,1,"80",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"YOU ARE BORN AN ORIGINAL DON’T DIE A COPY: BEING DIFERENT IS YOUR GREATEST ASSET DON’T BE AFRAID TO BE YOU",,,"ORIENT PAPERBACK",2012,,,"ENGLISH","NEW DELHI","248.4",,,,"MASON, J.","GEN,TITLE,","LJIT00081",,1,"140",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"HOW TO IMPROVE YOUR CONFIDENCE: THEY CONQUER WHO BELIEVE THEY CAN",,,"ORIENT PAPERBACK",2012,,,"ENGLISH","NEW DELHI","158.42",,,,"HAMBLY, K.","GEN,TITLE,","LJIT00082",,1,"95",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"ILLUSTRATED WORLD QUIZ BOOK",,,"MANNU GRAPHIC",2012,,,"ENGLISH","NEW DELHI","794.8",,,,"MANNU GRAPHIC","GEN,TITLE,","LJIT00083",,1,"110",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"THE MOONSTONE: COMPLETE AND UNABRIDGED",,,"MAPLE PRESS CLASSICS",2010,,,"ENGLISH","NOIDA","812.5823",,,,"COLLINS, W.","GEN,TITLE,","LJIT00084",,1,"195",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"SOCIAL MARKETING: INFLUENCING BEHAVIORS FOR GOOD",,,"SAGE PUBLICATION",2012,,,"ENGLISH","NEW DELHI","658.81",,,,"LEE, N, R. AND KOTLER, P.","MANAG,TITLE,","LJIT00085",,1,"550",,"UNIQUE BOOK STORE",,"MANAG,TITLE,",,,
"SAYINGS AND TALES OF ZEN BUDDHISM: REFLECTIONS FOR EVERY DAY",,,"ARCTURUS PUBLISHING LIMITED",2006,,,"ENGLISH","LONDON","294.3927",,,,"WRAY, W.","GEN,TITLE,","LJIT00086",,1,"693",,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"THE MILL ON THE FLOSS",,,"MAPLE PRESS CLASSICS",2011,,,"ENGLISH","NOIDA","823.1",,,,"ELIOT, G.","GEN,","LJIT00087",,1,"145",,"UNIQUE BOOK STORE",,"GEN,",,,
"RESEARCH METHODOLOGY: CONCEPTS AND CASES",,,"VIKAS PUBLISHING HOUSE PVT LTD",2011,,,"ENGLISH","NOIDA","001.42",,,,"CHAWLA, D. AND SONDHI, N.","OT,TITLE,","LJIT00088",,1,450,,"UNIQUE BOOK STORE",,"OT,TITLE,",,,
"OPERATIONS RESEARCH",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","658.4034",,,,"KALAVATHY, S.","MANAG,","LJIT00089",,1,340,,"UNIQUE BOOK STORE",,"MANAG,",,,
"OPERATIONS RESEARCH",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","658.4034",,,,"KALAVATHY, S.","MANAG,","LJIT00090",,1,340,,"UNIQUE BOOK STORE",,"MANAG,",,,
"OPERATIONS RESEARCH",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","658.4034",,,,"KALAVATHY, S.","MANAG,","LJIT00091",,1,340,,"UNIQUE BOOK STORE",,"MANAG,",,,
"OPERATIONS RESEARCH",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","658.4034",,,,"KALAVATHY, S.","MANAG,","LJIT00092",,1,340,,"UNIQUE BOOK STORE",,"MANAG,",,,
"OPERATIONS RESEARCH",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","658.4034",,,,"KALAVATHY, S.","MANAG,","LJIT00093",,1,340,,"UNIQUE BOOK STORE",,"MANAG,",,,
"OPERATING SYSTEM",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","005.43",,,,"KHURANA, R.","CE, IT,","LJIT00094",,1,275,,"UNIQUE BOOK STORE",,"CE, IT,",,,
"OPERATING SYSTEM",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","005.43",,,,"KHURANA, R.","CE, IT,","LJIT00095",,1,275,,"UNIQUE BOOK STORE",,"CE, IT,",,,
"OPERATING SYSTEM",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","005.43",,,,"KHURANA, R.","CE, IT,","LJIT00096",,1,275,,"UNIQUE BOOK STORE",,"CE, IT,",,,
"OPERATING SYSTEM",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","005.43",,,,"KHURANA, R.","CE, IT,","LJIT00097",,1,275,,"UNIQUE BOOK STORE",,"CE, IT,",,,
"OPERATING SYSTEM",,,"VIKAS PUBLISHING HOUSE PVT LTD",2013,,,"ENGLISH","NOIDA","005.43",,,,"KHURANA, R.","CE, IT,","LJIT00098",,1,275,,"UNIQUE BOOK STORE",,"CE, IT,",,,
"THE CONSTITUTION OF INDIA",,,"UNIVERSAL LAW PUBLISHING CO",2013,,,"ENGLISH","NEW DELHI","342.54",,,,"BAKSHI, P, M.","GEN,TITLE,","LJIT00099",,1,250,,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
"FAMOUS MURDER TRIALS: COVERING MORE THAN 75 MURDER CASES IN INDIA",,,"UNIVERSAL LAW PUBLISHING CO",2012,,,"ENGLISH","NEW DELHI","343.5230954",,,,"DAS, P, K.","GEN,TITLE,","LJIT00100",,1,250,,"UNIQUE BOOK STORE",,"GEN,TITLE,",,,
