Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency
Encyclopedia Of Science The Planet Earth,,,World Book Inc. A Scott fetzer Compony,2007,Encyclopedia of Science ,A000070,English,Chicago,30,,,,,Encyclopedia,A000070,,,1660,,Indigo Direct Marketing Ltd,,,,,
Encyclopedia Of Science The Plant World,,,World Book Inc. A Scott fetzer Compony,2007,Encyclopedia of Science ,A000071,English,Chicago,30,,,,,Encyclopedia,A000071,,,1660,,Indigo Direct Marketing Ltd,,,,,
Encyclopedia Of Science The Animal World,,,World Book Inc. A Scott fetzer Compony,2007,Encyclopedia of Science ,A000072,English,Chicago,30,,,,,Encyclopedia,A000072,,,1660,,Indigo Direct Marketing Ltd,,,,,
Encyclopedia Of Science The Human Body,,,World Book Inc. A Scott fetzer Compony,2007,Encyclopedia of Science ,A000073,English,Chicago,30,,,,,Encyclopedia,A000073,,,1660,,Indigo Direct Marketing Ltd,,,,,
Encyclopedia Of Science Men And Women Of Science,,,World Book Inc. A Scott fetzer Compony,2007,Encyclopedia of Science ,A000074,English,Chicago,30,,,,,Encyclopedia,A000074,,,1660,,Indigo Direct Marketing Ltd,,,,,
Biographical Encyclopedia Of Scientist,,0-7166-7601-X,World Book Inc. A Scott fetzer Compony,2007,Biographical Encyclopedia ,A000075,English,Chicago,30,,,,,Encyclopedia,A000075,,,2519,,Time Life,,,,,
Biographical Encyclopedia Of BOSC-DEBA,,0-7166-7601-X,World Book Inc. A Scott fetzer Compony,2007,Biographical Encyclopedia ,A000076,English,Chicago,30,,,,,Encyclopedia,A000076,,,2519,,Time Life,,,,,
Biographical Encyclopedia Of DE BONO - GODDARD,,0-7166-7601-X,World Book Inc. A Scott fetzer Compony,2007,Biographical Encyclopedia ,A000077,English,Chicago,30,,,,,Encyclopedia,A000077,,,2519,,Time Life,,,,,
Biographical Encyclopedia Of GODEL- STRADONITZ,,0-7166-7601-X,World Book Inc. A Scott fetzer Compony,2007,Biographical Encyclopedia ,A000078,English,Chicago,30,,,,,Encyclopedia,A000078,,,2519,,Time Life,,,,,
Biographical Encyclopedia Of KELV- MERC,,0-7166-7601-X,World Book Inc. A Scott fetzer Compony,2007,Biographical Encyclopedia ,A000079,English,Chicago,30,,,,,Encyclopedia,A000079,,,2519,,Time Life,,,,,
Biographical Encyclopedia of Mere- Rich,,0-7166-7601-X,World Book Inc. A Scott fetzer Compony,2007,Biographical Encyclopedia ,A000080,English,Chicago,30,,,,,Encyclopedia,A000080,,,2519,,Time Life,,,,,
Biographical Encyclopedia of Ting- Resources,,0-7166-7601-X,World Book Inc. A Scott fetzer Compony,2007,Biographical Encyclopedia ,A000081,English,Chicago,30,,,,,Encyclopedia,A000081,,,2519,,Time Life,,,,,
Biographical Encyclopedia of Ride -Tinb,,0-7166-7601-X,World Book Inc. A Scott fetzer Compony,2007,Biographical Encyclopedia ,A000082,English,Chicago,30,,,,,Encyclopedia,A000082,,,2519,,Time Life,,,,,
Young Scientists Living World Plants,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000083,English,Chicago,30,,,,,Encyclopedia,A000083,,,1797,,Time Life,,,,,
Young Scientist Human Body Conse,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000084,English,Chicago,30,,,,,Encyclopedia,A000084,,,1797,,Time Life,,,,,
Young Scientist Animals Without and With Backbones,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000085,English,Chicago,30,,,,,Encyclopedia,A000085,,,1797,,Time Life,,,,,
Young Scientist Light Electricity Magnet,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000086,English,Chicago,30,,,,,Encyclopedia,A000086,,,1797,,Time Life,,,,,
Young Scientist Atoms Molecules Gases,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000087,English,Chicago,30,,,,,Encyclopedia,A000087,,,1797,,Time Life,,,,,
Young Scientist Planet Earth Water,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000088,English,Chicago,30,,,,,Encyclopedia,A000088,,,1797,,Time Life,,,,,
Young Scientist Space Technology Computers,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000089,English,Chicago,30,,,,,Encyclopedia,A000089,,,1797,,Time Life,,,,,
Young Scientist Communication Energy ,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000090,English,Chicago,30,,,,,Encyclopedia,A000090,,,1797,,Time Life,,,,,
Young Scientist Construction Machines,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000091,English,Chicago,30,,,,,Encyclopedia,A000091,,,1797,,Time Life,,,,,
Young Scientist Student Guide Index,,0-7166-6381-3,World Book Inc. A Scott fetzer Compony,2007,Young Scientists ,A000092,English,Chicago,30,,,,,Encyclopedia,A000092,,,1797,,Time Life,,,,,
The Sun and Other Stars,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000093,English,Chicago,523.7,,,,,Science,A000093,,,1703,,Time Life,,,,,
Mercury and Venus,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000094,English,Chicago,523.41,,,,,Science,A000094,,,1703,,Time Life,,,,,
Earth and Earths Moon,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000095,English,Chicago,525,,,,,Science,A000095,,,1703,,Time Life,,,,,
Earth and Space Mars,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000096,English,Chicago,523.43,,,,,Science,A000096,,,1703,,Time Life,,,,,
Earth and Space Jupiter,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000097,English,Chicago,523.45,,,,,Science,A000097,,,1703,,Time Life,,,,,
Saturn and Uranus,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000098,English,Chicago,523.46,,,,,Science,A000098,,,1703,,Time Life,,,,,
Neptune and Pluto,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000099,English,Chicago,523.481,,,,,Science,A000099,,,1703,,Time Life,,,,,
Galaxies and The Universe,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000100,English,Chicago,523.112,,,,,Science,A000100,,,1703,,Time Life,,,,,
Human Space Exploration,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000101,English,Chicago,523.111,,,,,Science,A000101,,,1703,,Time Life,,,,,
Telescopes and Space Probes,,0-7166-9500-6,World Book Inc. A Scott fetzer Compony,2007,Solar System ,A000102,English,Chicago,522.2,,,,,Science,A000102,,,1703,,Time Life,,,,,
 Life In Rain Forests,,,World Book Inc. A Scott fetzer Compony,2007,World Book Ecology,A000103,English,Chicago,914,,,,,History and Geography,A000103,,,5154,,Time Life,,,,,
Life In The Plains,,,World Book Inc. A Scott fetzer Compony,2007,World Book Ecology ,A000104,English,Chicago,914.145,,,,,History and Geography,A000104,,,1718,,Time Life,,,,,
Life In The Islands,,,World Book Inc. A Scott fetzer Compony,2007,World Book Ecology ,A000105,English,Chicago,914.142,,,,,History and Geography,A000105,,,1718,,Time Life,,,,,
Life In The Woodlands,,,World Book Inc. A Scott fetzer Compony,2007,World Book Ecology ,A000106,English,Chicago,914,,,,,History and Geography,A000106,,,1718,,Time Life,,,,,
Life In Coastlines,,,World Book Inc. A Scott fetzer Compony,2007,World Book Ecology ,A000107,English,Chicago,914.146,,,,,History and Geography,A000107,,,1718,,Time Life,,,,,
Life In The Polar Lands,,,World Book Inc. A Scott fetzer Compony,2007,World Book Ecology ,A000108,English,Chicago,914,,,,,History and Geography,A000108,,,1718,,Time Life,,,,,
Life In The Deserts,,,World Book Inc. A Scott fetzer Compony,2007,World Book Ecology ,A000109,English,Chicago,914.154,,,,,History and Geography,A000109,,,1718,,Time Life,,,,,
Life In The Cities,,,World Book Inc. A Scott fetzer Compony,2007,World Book Ecology ,A000110,English,Chicago,914.1732,,,,,History and Geography,A000110,,,1718,,Time Life,,,,,
World Lions and Other Wild Cats,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000111,English,Chicago,599.74,,,,,Science,A000111,,,1062,,Time Life,,,,,
Badgers and Other Mustelids,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000112,English,Chicago,599,,,,,Science,A000112,,,1062,,Time Life,,,,,
