_relInternalId,_fromInternalId,_fromLabels,_fromKeyProps,_toInternalId,_toLabels,_toKeyProps
958560,373951,LearningContent,"{""sub_institute_id"":""1"",""misconception_id"":""1"",""concept_id"":""3"",""contentId"":""60""}",373929,Misconception,"{""sub_institute_id"":""1"",""concept_id"":""3"",""misconceptionId"":""1""}"
