_neo4jInternalId,chapter_id,lessonId,lesson_title,standard_id,sub_institute_id,subject_id,teacher_id
375343,5967,688,,45,1,4482,
375344,5968,689,,45,1,4482,
375345,5963,690,,45,1,4482,
375346,5966,691,,45,1,4482,
375347,5962,692,,45,1,4482,
375348,6120,693,,45,1,4119,
375349,6121,694,,45,1,4119,
375350,6122,695,,45,1,4119,
375351,6123,696,,45,1,4119,
375352,6124,697,,45,1,4119,
375353,6125,698,,45,1,4119,
375354,6126,699,,45,1,4119,
375355,6127,700,,45,1,4119,
375356,6128,701,,45,1,4119,
375357,6129,702,,45,1,4119,
375358,6130,703,,45,1,4119,
375359,6131,704,,45,1,4119,
375360,6132,705,,45,1,4119,
375361,6133,706,,45,1,4119,
375362,6134,707,,45,1,4119,
375363,6135,708,,45,1,4119,
375364,5932,709,,45,1,4046,
375365,6136,710,,45,1,4046,
375366,5931,711,,45,1,4046,
375367,5930,712,,45,1,4046,
375368,6137,713,,45,1,4046,
375369,6138,714,,45,1,4046,
375370,6139,715,,45,1,4046,
375371,5929,716,,45,1,4046,
375372,5912,717,,45,1,4481,
375373,5911,718,,45,1,4481,
375374,5913,719,,45,1,4481,
375375,5910,720,,45,1,4481,
375376,5909,721,,45,1,4481,
375377,5906,722,,45,1,4481,
375378,5908,723,,45,1,4481,
375379,5907,724,,45,1,4481,
375380,5835,725,,45,1,3976,
375381,5834,726,,45,1,3976,
375382,5833,727,,45,1,3976,
375383,5832,728,,45,1,3976,
375384,5831,729,,45,1,3976,
375385,5830,730,,45,1,3976,
375386,5840,731,,45,1,3976,
375387,5839,732,,45,1,3976,
375388,5838,733,,45,1,3976,
375389,5837,734,,45,1,3976,
375390,5836,735,,45,1,3976,
375391,5829,736,,45,1,3975,
375392,5822,737,,45,1,3975,
375393,5828,738,,45,1,3975,
375394,5827,739,,45,1,3975,
375395,5826,740,,45,1,3975,
375396,5825,741,,45,1,3975,
375397,5824,742,,45,1,3975,
375398,5823,743,,45,1,3975,
375399,5816,744,,45,1,3975,
375400,5821,745,,45,1,3975,
375401,5820,746,,45,1,3975,
375402,5819,747,,45,1,3975,
375403,5818,748,,45,1,3975,
375404,5817,749,,45,1,3975,
375405,57,750,,39,1,3978,
375406,3551,751,,39,1,3978,
375407,59,752,,39,1,3978,
375408,3552,753,,39,1,3978,
375409,58,754,,39,1,3978,
375410,3553,755,,39,1,3978,
375411,60,756,,39,1,3978,
375412,3554,757,,39,1,3978,
375413,61,758,,39,1,3978,
375414,3598,759,,39,1,3978,
375415,62,760,,39,1,3978,
375416,3599,761,,39,1,3978,
375417,63,762,,39,1,3978,
375418,3600,763,,39,1,3978,
375419,64,764,,39,1,3978,
375420,3601,765,,39,1,3978,
375421,65,766,,39,1,3978,
375422,66,767,,39,1,3978,
375423,6336,770,,37,1,5108,
375424,917,772,,42,1,3977,
375425,855,1798,,38,1,3976,
375426,856,1799,,38,1,3976,
375427,641,1870,,34,1,3976,
375428,8560,1874,,42,1,3976,7028
375429,8560,1875,test,42,1,3976,7028
